File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.260e+01
Avg = 8.294e+00
SD = 6.086e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.260e+00,1.130e+00,208650,2.214e+01
2,2.260e+00,4.520e+00,3.390e+00,157584,1.736e+01
3,4.520e+00,6.780e+00,5.650e+00,83251,8.761e+00
4,6.780e+00,9.040e+00,7.910e+00,55600,5.724e+00
5,9.040e+00,1.130e+01,1.017e+01,89325,9.662e+00
6,1.130e+01,1.356e+01,1.243e+01,94262,1.032e+01
7,1.356e+01,1.582e+01,1.469e+01,92955,1.013e+01
8,1.582e+01,1.808e+01,1.695e+01,109951,1.174e+01
9,1.808e+01,2.034e+01,1.921e+01,67774,3.855e+00
10,2.034e+01,2.260e+01,2.147e+01,5508,3.222e-01
