File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.308e+01
Avg = 2.332e+01
SD = 1.458e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.308e+00,2.654e+00,180064,1.356e+01
2,5.308e+00,1.062e+01,7.961e+00,181177,1.421e+01
3,1.062e+01,1.592e+01,1.327e+01,157192,1.246e+01
4,1.592e+01,2.123e+01,1.858e+01,103782,8.020e+00
5,2.123e+01,2.654e+01,2.388e+01,88125,6.784e+00
6,2.654e+01,3.185e+01,2.919e+01,123455,9.711e+00
7,3.185e+01,3.715e+01,3.450e+01,143694,1.129e+01
8,3.715e+01,4.246e+01,3.981e+01,164481,1.268e+01
9,4.246e+01,4.777e+01,4.511e+01,118308,9.204e+00
10,4.777e+01,5.308e+01,5.042e+01,53106,2.089e+00
