File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.094e+01
Avg = 1.147e+01
SD = 8.368e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.094e+00,1.547e+00,267074,2.131e+01
2,3.094e+00,6.189e+00,4.642e+00,222431,1.818e+01
3,6.189e+00,9.283e+00,7.736e+00,107208,8.591e+00
4,9.283e+00,1.238e+01,1.083e+01,79659,6.361e+00
5,1.238e+01,1.547e+01,1.392e+01,96915,7.815e+00
6,1.547e+01,1.857e+01,1.702e+01,134215,1.093e+01
7,1.857e+01,2.166e+01,2.011e+01,132424,1.078e+01
8,2.166e+01,2.476e+01,2.321e+01,140172,1.121e+01
9,2.476e+01,2.785e+01,2.630e+01,52215,3.979e+00
10,2.785e+01,3.094e+01,2.940e+01,32139,8.471e-01
