File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.882e+01
Avg = 1.569e+01
SD = 1.129e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.882e+00,1.941e+00,289362,2.217e+01
2,3.882e+00,7.764e+00,5.823e+00,157289,1.237e+01
3,7.764e+00,1.165e+01,9.705e+00,125181,9.839e+00
4,1.165e+01,1.553e+01,1.359e+01,82564,6.353e+00
5,1.553e+01,1.941e+01,1.747e+01,86023,6.641e+00
6,1.941e+01,2.329e+01,2.135e+01,126550,1.001e+01
7,2.329e+01,2.717e+01,2.523e+01,133459,1.045e+01
8,2.717e+01,3.106e+01,2.912e+01,162882,1.261e+01
9,3.106e+01,3.494e+01,3.300e+01,101316,7.793e+00
10,3.494e+01,3.882e+01,3.688e+01,48758,1.765e+00
