File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.263e+01
Avg = 2.196e+01
SD = 1.388e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.263e+00,2.632e+00,217371,1.408e+01
2,5.263e+00,1.053e+01,7.895e+00,214554,1.450e+01
3,1.053e+01,1.579e+01,1.316e+01,191833,1.298e+01
4,1.579e+01,2.105e+01,1.842e+01,133728,8.960e+00
5,2.105e+01,2.632e+01,2.369e+01,123667,8.248e+00
6,2.632e+01,3.158e+01,2.895e+01,154150,1.043e+01
7,3.158e+01,3.684e+01,3.421e+01,162965,1.093e+01
8,3.684e+01,4.211e+01,3.948e+01,180924,1.207e+01
9,4.211e+01,4.737e+01,4.474e+01,93452,6.221e+00
10,4.737e+01,5.263e+01,5.000e+01,48688,1.594e+00
