File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.448e+01
Avg = 1.331e+01
SD = 8.433e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.448e+00,1.724e+00,119338,8.997e+00
2,3.448e+00,6.896e+00,5.172e+00,336382,2.627e+01
3,6.896e+00,1.034e+01,8.620e+00,135123,1.053e+01
4,1.034e+01,1.379e+01,1.207e+01,99532,7.649e+00
5,1.379e+01,1.724e+01,1.552e+01,106058,8.228e+00
6,1.724e+01,2.069e+01,1.896e+01,151900,1.186e+01
7,2.069e+01,2.413e+01,2.241e+01,193083,1.491e+01
8,2.413e+01,2.758e+01,2.586e+01,105140,8.067e+00
9,2.758e+01,3.103e+01,2.931e+01,47032,2.955e+00
10,3.103e+01,3.448e+01,3.275e+01,25868,5.299e-01
