File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.454e+01
Avg = 8.727e+00
SD = 6.443e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.454e+00,1.227e+00,319981,2.443e+01
2,2.454e+00,4.907e+00,3.681e+00,201183,1.594e+01
3,4.907e+00,7.361e+00,6.134e+00,102000,7.919e+00
4,7.361e+00,9.815e+00,8.588e+00,89582,6.892e+00
5,9.815e+00,1.227e+01,1.104e+01,104349,8.106e+00
6,1.227e+01,1.472e+01,1.350e+01,151507,1.181e+01
7,1.472e+01,1.718e+01,1.595e+01,185584,1.433e+01
8,1.718e+01,1.963e+01,1.840e+01,95808,7.346e+00
9,1.963e+01,2.208e+01,2.086e+01,45401,2.721e+00
10,2.208e+01,2.454e+01,2.331e+01,24061,5.030e-01
