File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 35 : V03FAM_G03_P05 (MPa),
0.000654869,0.000414965,
0.00192505,0.00700523,
0.00325677,0.00956332,
0.00452984,0.0021496,
0.00578297,0.480774,
0.00707711,1.19637,
0.00819535,2.10129,
0.00862517,1.7501,
0.0090815,1.70919,
0.00956623,1.71892,
0.0100737,1.71818,
0.0105819,1.72088,
0.0111617,1.73851,
0.0116939,1.75402,
0.0122807,1.81028,
0.0129695,1.87347,
0.0138186,1.94481,
0.0146827,1.98867,
0.0155586,2.02362,
0.0165993,2.06792,
0.0176346,2.11673,
0.0186877,2.14841,
0.0199272,2.1936,
0.0211633,2.2313,
0.0224087,2.26429,
0.023868,2.30893,
0.0253232,2.34617,
0.0267876,2.37585,
0.0285015,2.41509,
0.0302134,2.41222,
0.0318992,2.48328,
0.0336196,2.4795,
0.0353157,2.51003,
0.0372936,2.54425,
0.039272,2.57652,
0.0412513,2.60496,
0.0432496,2.63227,
0.0452654,2.65712,
0.0472819,2.67949,
0.0496367,2.7053,
0.0519822,2.73142,
0.0543409,2.7653,
0.0567766,2.77287,
0.0591525,2.80134,
0.0619509,2.82818,
0.0647515,2.8531,
0.067564,2.87757,
0.0703912,2.90023,
0.0732283,2.92186,
0.0760783,2.94268,
0.0789376,2.96297,
0.0818158,2.98324,
0.0851888,3.00585,
0.0885475,3.0293,
0.0919243,3.05167,
0.0953171,3.07319,
0.0987241,3.09417,
0.102143,3.11401,
0.105559,3.13391,
0.108988,3.15301,
0.11293,3.1785,
0.116935,3.20477,
0.121076,3.21792,
0.125146,3.23997,
0.129121,3.26548,
0.133284,3.27908,
0.137396,3.30194,
0.14159,3.31774,
0.146315,3.34293,
0.151072,3.36991,
0.155966,3.38521,
0.160772,3.40818,
0.16547,3.43118,
0.170241,3.45219,
0.174932,3.47232,
0.179732,3.4899,
0.184551,3.50788,
0.1893,3.52591,
0.193906,3.55666,
0.198623,3.58159,
0.203376,3.60378,
0.208164,3.62573,
0.212955,3.64751,
0.217773,3.67211,
0.223139,3.69797,
0.228527,3.72761,
0.234097,3.74468,
0.239524,3.76997,
0.244918,3.79357,
0.250338,3.81676,
0.255782,3.83863,
0.261255,3.86005,
0.266744,3.88056,
0.272058,3.9013,
0.276973,3.9668,
0.281817,4.10066,
0.286702,4.11957,
0.291606,4.1506,
0.296503,4.18483,
0.301339,4.21956,
0.306155,4.26216,
0.310965,4.30014,
0.315738,4.34008,
0.320511,4.38069,
0.325256,4.42088,
0.329992,4.46203,
0.334707,4.50206,
0.339414,4.5442,
0.344111,4.58625,
0.348791,4.62752,
0.353475,4.66968,
0.358136,4.7116,
0.362806,4.75485,
0.367479,4.79572,
0.372163,4.83928,
0.376846,4.87986,
0.381539,4.92186,
0.386241,4.96266,
0.390948,5.00336,
0.39568,5.04386,
0.400426,5.0829,
0.405196,5.12156,
0.410012,5.16013,
0.414833,5.19799,
0.419697,5.23543,
0.424583,5.27203,
0.429493,5.30886,
0.434438,5.34496,
0.43941,5.38093,
0.444408,5.41658,
0.449431,5.45148,
0.454489,5.48657,
0.45959,5.52089,
0.464728,5.55432,
0.469892,5.58828,
0.475101,5.61395,
0.480124,5.65902,
0.485323,5.68254,
0.490394,5.72405,
0.495699,5.75236,
0.501067,5.78208,
0.506446,5.80846,
0.511692,5.84828,
0.51709,5.87667,
0.522527,5.90219,
0.527785,5.9399,
0.533162,5.96832,
0.538517,5.99833,
0.543631,6.05097,
0.548908,6.08153,
0.554221,6.11555,
0.559556,6.15054,
0.564881,6.18531,
0.570188,6.22063,
0.575495,6.25652,
0.580806,6.29313,
0.586122,6.33008,
0.591423,6.36714,
0.596732,6.40023,
0.60188,6.43839,
0.607267,6.47377,
0.612446,6.51485,
0.617565,6.55529,
0.622698,6.5936,
0.627831,6.63113,
0.632947,6.66894,
0.638066,6.70005,
0.643438,6.73335,
0.648535,6.77647,
0.65375,6.8071,
0.658745,6.84982,
0.663903,6.87923,
0.668857,6.9176,
0.673756,6.95333,
0.676176,6.97278,
0.680285,9.60365,
0.684109,11.9515,
0.687264,13.8141,
0.687264,13.8141,
0.691714,16.3593,
0.696432,18.9371,
0.701433,21.5407,
0.706734,24.1625,
0.712353,26.7942,
0.718309,29.4272,
0.724622,32.0518,
0.731125,34.5846,
0.737823,37.0236,
0.744722,39.3676,
0.751828,41.6154,
0.759147,43.766,
0.766685,45.8191,
0.77445,47.7743,
0.782448,49.6318,
0.790685,51.3921,
0.79917,53.0557,
0.807909,54.6239,
0.816911,56.098,
0.826182,57.4797,
0.835732,58.7708,
0.845568,59.9737,
0.855699,61.0908,
