File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.259e+01
Avg = 1.753e+01
SD = 1.175e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.259e+00,2.129e+00,222346,1.880e+01
2,4.259e+00,8.517e+00,6.388e+00,140094,1.214e+01
3,8.517e+00,1.278e+01,1.065e+01,128608,1.113e+01
4,1.278e+01,1.703e+01,1.491e+01,92436,7.847e+00
5,1.703e+01,2.129e+01,1.916e+01,91169,7.748e+00
6,2.129e+01,2.555e+01,2.342e+01,123186,1.065e+01
7,2.555e+01,2.981e+01,2.768e+01,124335,1.074e+01
8,2.981e+01,3.407e+01,3.194e+01,152206,1.304e+01
9,3.407e+01,3.833e+01,3.620e+01,77455,6.568e+00
10,3.833e+01,4.259e+01,4.046e+01,44109,1.350e+00
