File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.816e+01
Avg = 1.519e+01
SD = 1.072e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.816e+00,1.908e+00,199284,2.151e+01
2,3.816e+00,7.633e+00,5.725e+00,116642,1.321e+01
3,7.633e+00,1.145e+01,9.541e+00,81384,9.023e+00
4,1.145e+01,1.527e+01,1.336e+01,62434,6.859e+00
5,1.527e+01,1.908e+01,1.717e+01,64123,7.060e+00
6,1.908e+01,2.290e+01,2.099e+01,87494,9.701e+00
7,2.290e+01,2.671e+01,2.481e+01,117662,1.330e+01
8,2.671e+01,3.053e+01,2.862e+01,119225,1.303e+01
9,3.053e+01,3.435e+01,3.244e+01,48279,5.093e+00
10,3.435e+01,3.816e+01,3.626e+01,35457,1.225e+00
