File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.690e+01
Avg = 1.853e+01
SD = 1.289e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.689e+00,2.345e+00,317425,2.063e+01
2,4.689e+00,9.379e+00,7.034e+00,181982,1.215e+01
3,9.379e+00,1.407e+01,1.172e+01,159857,1.067e+01
4,1.407e+01,1.876e+01,1.641e+01,118486,7.769e+00
5,1.876e+01,2.345e+01,2.110e+01,120312,7.942e+00
6,2.345e+01,2.814e+01,2.579e+01,163898,1.096e+01
7,2.814e+01,3.283e+01,3.048e+01,177117,1.175e+01
8,3.283e+01,3.752e+01,3.517e+01,178679,1.176e+01
9,3.752e+01,4.221e+01,3.986e+01,76736,5.018e+00
10,4.221e+01,4.690e+01,4.455e+01,45808,1.346e+00
