File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.381e+01
Avg = 5.150e+00
SD = 2.661e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.381e+00,6.907e-01,268412,5.994e+00
2,1.381e+00,2.763e+00,2.072e+00,783407,1.894e+01
3,2.763e+00,4.144e+00,3.453e+00,668998,1.675e+01
4,4.144e+00,5.526e+00,4.835e+00,478188,1.162e+01
5,5.526e+00,6.907e+00,6.216e+00,538168,1.317e+01
6,6.907e+00,8.288e+00,7.598e+00,881641,2.160e+01
7,8.288e+00,9.670e+00,8.979e+00,376861,9.151e+00
8,9.670e+00,1.105e+01,1.036e+01,126471,2.410e+00
9,1.105e+01,1.243e+01,1.174e+01,11355,2.061e-01
10,1.243e+01,1.381e+01,1.312e+01,2880,1.708e-01
