File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.855e+01
Avg = 1.932e+01
SD = 1.432e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.855e+00,2.428e+00,210424,2.207e+01
2,4.855e+00,9.711e+00,7.283e+00,136478,1.495e+01
3,9.711e+00,1.457e+01,1.214e+01,83410,8.949e+00
4,1.457e+01,1.942e+01,1.699e+01,57530,6.067e+00
5,1.942e+01,2.428e+01,2.185e+01,63033,6.737e+00
6,2.428e+01,2.913e+01,2.670e+01,88409,9.580e+00
7,2.913e+01,3.399e+01,3.156e+01,89024,9.714e+00
8,3.399e+01,3.884e+01,3.641e+01,106182,1.128e+01
9,3.884e+01,4.370e+01,4.127e+01,76556,8.143e+00
10,4.370e+01,4.855e+01,4.613e+01,48694,2.512e+00
