File = D:\Moldex3D\02. AI\Surrogate model - 2 Report\v02FAM_G01\P05\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 5 : V02FAM_G01_P05 (MPa),
0.00230597,0.000246896,
0.00544203,0.000501492,
0.00866036,2.68323e-05,
0.0116486,0.00359176,
0.0147964,0.163764,
0.0183535,0.556452,
0.0216935,1.0374,
0.023509,1.1849,
0.0248921,1.19266,
0.0262972,1.2225,
0.0276766,1.28598,
0.0291122,1.34216,
0.0305603,1.39885,
0.0320305,1.4574,
0.033521,1.50783,
0.0352772,1.56689,
0.0370598,1.62157,
0.0391541,1.68042,
0.0412715,1.73913,
0.04375,1.79536,
0.0461618,1.85706,
0.0485935,1.91201,
0.051036,1.96226,
0.0538799,2.01803,
0.0567608,2.07534,
0.0596508,2.12556,
0.0625612,2.17568,
0.0659739,2.23123,
0.0693883,2.28603,
0.0728437,2.33905,
0.0763131,2.38854,
0.0803481,2.44421,
0.08438,2.49985,
0.0884773,2.55342,
0.0925748,2.60431,
0.0967431,2.65634,
0.100891,2.70434,
0.105701,2.75957,
0.110523,2.81639,
0.115336,2.86934,
0.120215,2.9235,
0.125156,2.97726,
0.130108,3.0299,
0.135102,3.08432,
0.140849,3.14204,
0.146626,3.20423,
0.152442,3.26442,
0.158245,3.32336,
0.164068,3.37534,
0.170963,3.44504,
0.177788,3.51652,
0.184635,3.5776,
0.191605,3.65184,
0.198509,3.72918,
0.20543,3.79825,
0.212507,3.87722,
0.219536,3.95373,
0.226715,4.04571,
0.2339,4.15522,
0.24208,4.25707,
0.250368,4.39512,
0.258482,4.50706,
0.266738,4.62695,
0.274825,4.75095,
0.282192,4.94793,
0.289545,5.08082,
0.296869,5.21932,
0.304129,5.3616,
0.311398,5.50205,
0.318741,5.64413,
0.326057,5.79008,
0.333372,5.93377,
0.34069,6.08124,
0.34789,6.22448,
0.355042,6.36473,
0.362186,6.50667,
0.36934,6.64495,
0.376533,6.78247,
0.383693,6.92215,
0.39084,7.05962,
0.398017,7.19694,
0.405222,7.33395,
0.412386,7.47264,
0.41959,7.60978,
0.426797,7.74678,
0.43402,7.88424,
0.441249,8.02027,
0.448468,8.15732,
0.455697,8.29416,
0.462939,8.43188,
0.47021,8.56988,
0.4775,8.70887,
0.484825,8.84833,
0.492128,8.98768,
0.499417,9.12732,
0.506713,9.26754,
0.514015,9.40922,
0.521329,9.55157,
0.528611,9.69275,
0.535901,9.83806,
0.543028,9.97749,
0.550297,10.1158,
0.557568,10.2583,
0.564818,10.4057,
0.571995,10.5458,
0.57931,10.6873,
0.586622,10.8335,
0.593883,10.9781,
0.601135,11.1236,
0.608465,11.2881,
0.61553,11.421,
0.622821,11.5618,
0.630112,11.71,
0.637456,11.8582,
0.644836,12.0286,
0.651853,12.1637,
0.659128,12.3066,
0.666495,12.4578,
0.673866,12.6307,
0.680906,12.789,
0.68789,12.9144,
0.695211,13.0797,
0.702275,13.2386,
0.709207,13.3867,
0.716169,13.5127,
0.723523,13.6608,
0.730896,13.8383,
0.73793,13.9764,
0.745287,14.1461,
0.752334,14.2862,
0.759645,14.4361,
0.767038,14.6165,
0.774064,14.7593,
0.781374,14.9329,
0.788391,15.0975,
0.795366,15.2503,
0.802302,15.4046,
0.809153,15.5567,
0.815809,15.7171,
0.821931,15.8923,
0.828144,16.0729,
0.833579,16.2396,
0.838783,16.3907,
0.844009,16.5483,
0.849207,16.7103,
0.854398,16.8724,
0.859563,17.0349,
0.864734,17.1978,
0.8693,17.3516,
0.873805,17.4897,
0.878311,17.6332,
0.882812,17.7797,
0.887338,17.9247,
