File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.333e+01
Avg = 7.839e+00
SD = 5.832e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.333e+00,1.166e+00,232699,2.494e+01
2,2.333e+00,4.665e+00,3.499e+00,145893,1.629e+01
3,4.665e+00,6.998e+00,5.832e+00,78400,8.472e+00
4,6.998e+00,9.331e+00,8.164e+00,72017,7.723e+00
5,9.331e+00,1.166e+01,1.050e+01,92687,1.009e+01
6,1.166e+01,1.400e+01,1.283e+01,107988,1.211e+01
7,1.400e+01,1.633e+01,1.516e+01,119598,1.297e+01
8,1.633e+01,1.866e+01,1.750e+01,49062,5.327e+00
9,1.866e+01,2.099e+01,1.983e+01,46704,1.732e+00
10,2.099e+01,2.333e+01,2.216e+01,5096,3.405e-01
