File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.337e+01
Avg = 1.745e+01
SD = 1.233e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.337e+00,2.168e+00,278260,2.130e+01
2,4.337e+00,8.674e+00,6.505e+00,155529,1.221e+01
3,8.674e+00,1.301e+01,1.084e+01,132413,1.043e+01
4,1.301e+01,1.735e+01,1.518e+01,87806,6.757e+00
5,1.735e+01,2.168e+01,1.952e+01,90972,7.031e+00
6,2.168e+01,2.602e+01,2.385e+01,133672,1.057e+01
7,2.602e+01,3.036e+01,2.819e+01,138686,1.086e+01
8,3.036e+01,3.469e+01,3.253e+01,165118,1.277e+01
9,3.469e+01,3.903e+01,3.686e+01,86050,6.600e+00
10,3.903e+01,4.337e+01,4.120e+01,44878,1.470e+00
