File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.788e+01
Avg = 1.044e+01
SD = 5.987e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.788e+00,1.394e+00,90494,6.426e+00
2,2.788e+00,5.576e+00,4.182e+00,278889,2.303e+01
3,5.576e+00,8.365e+00,6.970e+00,177492,1.464e+01
4,8.365e+00,1.115e+01,9.759e+00,140239,1.116e+01
5,1.115e+01,1.394e+01,1.255e+01,149333,1.211e+01
6,1.394e+01,1.673e+01,1.534e+01,160032,1.286e+01
7,1.673e+01,1.952e+01,1.812e+01,159677,1.287e+01
8,1.952e+01,2.231e+01,2.091e+01,63330,5.243e+00
9,2.231e+01,2.509e+01,2.370e+01,56466,1.443e+00
10,2.509e+01,2.788e+01,2.649e+01,4716,2.171e-01
