File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.969e+01
Avg = 2.005e+01
SD = 1.404e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.969e+00,2.485e+00,166434,1.845e+01
2,4.969e+00,9.939e+00,7.454e+00,120411,1.389e+01
3,9.939e+00,1.491e+01,1.242e+01,108593,1.250e+01
4,1.491e+01,1.988e+01,1.739e+01,71038,7.986e+00
5,1.988e+01,2.485e+01,2.236e+01,74967,8.476e+00
6,2.485e+01,2.982e+01,2.733e+01,76317,8.841e+00
7,2.982e+01,3.479e+01,3.230e+01,74308,8.511e+00
8,3.479e+01,3.975e+01,3.727e+01,94614,1.067e+01
9,3.975e+01,4.472e+01,4.224e+01,70608,8.020e+00
10,4.472e+01,4.969e+01,4.721e+01,44982,2.656e+00
