case,test_id,theta1,theta2,true_pt,variable,delta_deg,base_pt,minus_pt,plus_pt,central_sensitivity_pt_per_deg,base_type_pred,minus_type_pred,plus_type_pred
Case4,054,-17.0,-44.0,3858.23,theta1,5.0,4127.975764787951,5774.4011972542885,6434.177843832537,65.97766465782487,2,2,2
Case4,054,-17.0,-44.0,3858.23,theta2,5.0,4127.975764787951,4725.430768843257,5564.3714675284755,83.89406986852183,2,2,2
Case4,113,35.0,-2.0,7296.78,theta1,5.0,7216.376448203603,6894.598638847726,7517.798129632999,62.319949078527316,3,3,2
Case4,113,35.0,-2.0,7296.78,theta2,5.0,7216.376448203603,7327.249604534378,7187.447156897515,-13.980244763686278,3,3,3
Case4,166,-61.0,-3.0,8208.83,theta1,5.0,8260.160334863916,8261.93722508764,8213.322997361623,-4.86142277260169,2,2,2
Case4,166,-61.0,-3.0,8208.83,theta2,5.0,8260.160334863916,8341.609276415702,8249.998628635723,-9.161064777997854,2,2,2
Case2,258,54.0,-18.0,8643.84,theta1,5.0,8629.94462374307,8565.632524147542,8646.239336728635,8.060681258109252,2,2,2
Case2,258,54.0,-18.0,8643.84,theta2,5.0,8629.94462374307,8784.793901233743,8432.181019502967,-35.26128817307763,2,2,2
Case3,270,10.0,76.0,8876.44,theta1,5.0,8831.929729724865,8706.456192770063,9034.74774742513,32.829155465506666,2,2,2
Case3,270,10.0,76.0,8876.44,theta2,5.0,8831.929729724865,8870.024591375732,8590.891840815555,-27.913275056017664,2,2,2
Case2,116,12.0,-85.0,9174.09,theta1,5.0,9046.542751128163,8866.475027787557,9243.096894965249,37.662186717769146,2,2,2
Case2,116,12.0,-85.0,9174.09,theta2,5.0,9046.542751128163,9093.894636161252,9000.132574250405,-9.376206191084748,2,2,2
Case2,274,30.0,-25.0,9485.0,theta1,5.0,9268.629742313296,9279.280315614718,9110.006101561257,-16.927421405346102,3,3,2
Case2,274,30.0,-25.0,9485.0,theta2,5.0,9268.629742313296,10373.931808703652,8511.286624411014,-186.2645184292638,3,2,3
Case4,092,-38.0,-40.0,13258.17,theta1,5.0,13325.91487041737,12986.96393753109,12007.906860959783,-97.90570765713073,2,2,2
Case4,092,-38.0,-40.0,13258.17,theta2,5.0,13325.91487041737,12324.370306721363,12601.547757311744,27.717745059038133,2,2,2
