File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.895e+01
Avg = 1.459e+01
SD = 1.040e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.895e+00,1.948e+00,310169,2.039e+01
2,3.895e+00,7.791e+00,5.843e+00,242970,1.640e+01
3,7.791e+00,1.169e+01,9.738e+00,149729,1.009e+01
4,1.169e+01,1.558e+01,1.363e+01,112423,7.493e+00
5,1.558e+01,1.948e+01,1.753e+01,132068,8.851e+00
6,1.948e+01,2.337e+01,2.142e+01,149816,1.016e+01
7,2.337e+01,2.727e+01,2.532e+01,160829,1.077e+01
8,2.727e+01,3.116e+01,2.922e+01,162388,1.078e+01
9,3.116e+01,3.506e+01,3.311e+01,60723,3.994e+00
10,3.506e+01,3.895e+01,3.701e+01,40217,1.060e+00
