File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.650e+01
Avg = 1.949e+01
SD = 1.356e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.650e+00,2.325e+00,887604,1.990e+01
2,4.650e+00,9.300e+00,6.975e+00,503670,1.177e+01
3,9.300e+00,1.395e+01,1.163e+01,473146,1.111e+01
4,1.395e+01,1.860e+01,1.628e+01,307824,6.841e+00
5,1.860e+01,2.325e+01,2.093e+01,293471,6.501e+00
6,2.325e+01,2.790e+01,2.558e+01,441256,1.037e+01
7,2.790e+01,3.255e+01,3.023e+01,441867,1.028e+01
8,3.255e+01,3.720e+01,3.488e+01,463340,1.063e+01
9,3.720e+01,4.185e+01,3.953e+01,451160,1.030e+01
10,4.185e+01,4.650e+01,4.418e+01,113078,2.312e+00
