File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.290e+01
Avg = 1.352e+01
SD = 9.805e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.290e+00,1.645e+00,158530,2.251e+01
2,3.290e+00,6.580e+00,4.935e+00,88690,1.324e+01
3,6.580e+00,9.870e+00,8.225e+00,60280,8.737e+00
4,9.870e+00,1.316e+01,1.152e+01,39134,5.649e+00
5,1.316e+01,1.645e+01,1.481e+01,39716,5.692e+00
6,1.645e+01,1.974e+01,1.810e+01,62195,9.026e+00
7,1.974e+01,2.303e+01,2.139e+01,76901,1.149e+01
8,2.303e+01,2.632e+01,2.468e+01,89464,1.291e+01
9,2.632e+01,2.961e+01,2.797e+01,58798,8.364e+00
10,2.961e+01,3.290e+01,3.126e+01,45700,2.387e+00
