File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.275e+01
Avg = 4.399e+00
SD = 2.716e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.275e+00,6.375e-01,862260,1.666e+01
2,1.275e+00,2.550e+00,1.913e+00,694051,1.529e+01
3,2.550e+00,3.825e+00,3.188e+00,655132,1.374e+01
4,3.825e+00,5.100e+00,4.463e+00,497549,1.007e+01
5,5.100e+00,6.375e+00,5.738e+00,656456,1.377e+01
6,6.375e+00,7.651e+00,7.013e+00,817896,1.717e+01
7,7.651e+00,8.926e+00,8.288e+00,533174,1.094e+01
8,8.926e+00,1.020e+01,9.563e+00,130085,2.061e+00
9,1.020e+01,1.148e+01,1.084e+01,6733,1.562e-01
10,1.148e+01,1.275e+01,1.211e+01,2880,1.492e-01
