File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.646e+01
Avg = 5.562e+00
SD = 4.140e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.646e+00,8.228e-01,113032,2.345e+01
2,1.646e+00,3.291e+00,2.468e+00,83396,1.810e+01
3,3.291e+00,4.937e+00,4.114e+00,41514,8.691e+00
4,4.937e+00,6.582e+00,5.760e+00,36573,7.680e+00
5,6.582e+00,8.228e+00,7.405e+00,48394,1.034e+01
6,8.228e+00,9.874e+00,9.051e+00,51861,1.121e+01
7,9.874e+00,1.152e+01,1.070e+01,58596,1.231e+01
8,1.152e+01,1.316e+01,1.234e+01,27686,5.517e+00
9,1.316e+01,1.481e+01,1.399e+01,38000,2.005e+00
10,1.481e+01,1.646e+01,1.563e+01,4032,6.941e-01
