File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.828e+01
Avg = 1.015e+01
SD = 7.350e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.828e+00,1.414e+00,225560,2.415e+01
2,2.828e+00,5.655e+00,4.241e+00,121834,1.369e+01
3,5.655e+00,8.483e+00,7.069e+00,81712,8.880e+00
4,8.483e+00,1.131e+01,9.897e+00,69568,7.438e+00
5,1.131e+01,1.414e+01,1.272e+01,81824,8.840e+00
6,1.414e+01,1.697e+01,1.555e+01,111145,1.238e+01
7,1.697e+01,1.979e+01,1.838e+01,133797,1.460e+01
8,1.979e+01,2.262e+01,2.121e+01,66164,7.239e+00
9,2.262e+01,2.545e+01,2.403e+01,52796,2.432e+00
10,2.545e+01,2.828e+01,2.686e+01,5744,3.541e-01
