campaign_id,simulation_id,pair_id,phase,selection_stratum,geometry,panel_a_in,panel_b_in,case,theta1,theta2,case_formula,group_key,result_status
UV3S1,UV3S1-P034-8x8-Case3,P034,confirmatory,maximin_gap,8x8,8.0,8.0,Case3,30,-44,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|30|-44,planned_blind
UV3S1,UV3S1-P034-8x8-Case4,P034,confirmatory,maximin_gap,8x8,8.0,8.0,Case4,30,-44,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|30|-44,planned_blind
UV3S1,UV3S1-P035-6x4-Case2,P035,confirmatory,maximin_gap,6x4,6.0,4.0,Case2,31,45,[[+/-theta1]/[+/-theta2]]4,Case2|31|45,planned_blind
UV3S1,UV3S1-P035-6x4-Case3,P035,confirmatory,maximin_gap,6x4,6.0,4.0,Case3,31,45,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|31|45,planned_blind
UV3S1,UV3S1-P035-6x4-Case4,P035,confirmatory,maximin_gap,6x4,6.0,4.0,Case4,31,45,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|31|45,planned_blind
UV3S1,UV3S1-P035-6x8-Case2,P035,confirmatory,maximin_gap,6x8,6.0,8.0,Case2,31,45,[[+/-theta1]/[+/-theta2]]4,Case2|31|45,planned_blind
UV3S1,UV3S1-P035-6x8-Case3,P035,confirmatory,maximin_gap,6x8,6.0,8.0,Case3,31,45,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|31|45,planned_blind
UV3S1,UV3S1-P035-6x8-Case4,P035,confirmatory,maximin_gap,6x8,6.0,8.0,Case4,31,45,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|31|45,planned_blind
UV3S1,UV3S1-P035-8x8-Case2,P035,confirmatory,maximin_gap,8x8,8.0,8.0,Case2,31,45,[[+/-theta1]/[+/-theta2]]4,Case2|31|45,planned_blind
UV3S1,UV3S1-P035-8x8-Case3,P035,confirmatory,maximin_gap,8x8,8.0,8.0,Case3,31,45,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|31|45,planned_blind
UV3S1,UV3S1-P035-8x8-Case4,P035,confirmatory,maximin_gap,8x8,8.0,8.0,Case4,31,45,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|31|45,planned_blind
UV3S1,UV3S1-P036-6x4-Case2,P036,confirmatory,maximin_gap,6x4,6.0,4.0,Case2,60,-2,[[+/-theta1]/[+/-theta2]]4,Case2|60|-2,planned_blind
UV3S1,UV3S1-P036-6x4-Case3,P036,confirmatory,maximin_gap,6x4,6.0,4.0,Case3,60,-2,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|60|-2,planned_blind
UV3S1,UV3S1-P036-6x4-Case4,P036,confirmatory,maximin_gap,6x4,6.0,4.0,Case4,60,-2,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|60|-2,planned_blind
UV3S1,UV3S1-P036-6x8-Case2,P036,confirmatory,maximin_gap,6x8,6.0,8.0,Case2,60,-2,[[+/-theta1]/[+/-theta2]]4,Case2|60|-2,planned_blind
UV3S1,UV3S1-P036-6x8-Case3,P036,confirmatory,maximin_gap,6x8,6.0,8.0,Case3,60,-2,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|60|-2,planned_blind
UV3S1,UV3S1-P036-6x8-Case4,P036,confirmatory,maximin_gap,6x8,6.0,8.0,Case4,60,-2,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|60|-2,planned_blind
UV3S1,UV3S1-P036-8x8-Case2,P036,confirmatory,maximin_gap,8x8,8.0,8.0,Case2,60,-2,[[+/-theta1]/[+/-theta2]]4,Case2|60|-2,planned_blind
UV3S1,UV3S1-P036-8x8-Case3,P036,confirmatory,maximin_gap,8x8,8.0,8.0,Case3,60,-2,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|60|-2,planned_blind
UV3S1,UV3S1-P036-8x8-Case4,P036,confirmatory,maximin_gap,8x8,8.0,8.0,Case4,60,-2,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|60|-2,planned_blind
UV3S1,UV3S1-P037-6x4-Case2,P037,confirmatory,maximin_gap,6x4,6.0,4.0,Case2,74,-8,[[+/-theta1]/[+/-theta2]]4,Case2|74|-8,planned_blind
UV3S1,UV3S1-P037-6x4-Case3,P037,confirmatory,maximin_gap,6x4,6.0,4.0,Case3,74,-8,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|74|-8,planned_blind
UV3S1,UV3S1-P037-6x4-Case4,P037,confirmatory,maximin_gap,6x4,6.0,4.0,Case4,74,-8,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|74|-8,planned_blind
UV3S1,UV3S1-P037-6x8-Case2,P037,confirmatory,maximin_gap,6x8,6.0,8.0,Case2,74,-8,[[+/-theta1]/[+/-theta2]]4,Case2|74|-8,planned_blind
UV3S1,UV3S1-P037-6x8-Case3,P037,confirmatory,maximin_gap,6x8,6.0,8.0,Case3,74,-8,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|74|-8,planned_blind
UV3S1,UV3S1-P037-6x8-Case4,P037,confirmatory,maximin_gap,6x8,6.0,8.0,Case4,74,-8,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|74|-8,planned_blind
UV3S1,UV3S1-P037-8x8-Case2,P037,confirmatory,maximin_gap,8x8,8.0,8.0,Case2,74,-8,[[+/-theta1]/[+/-theta2]]4,Case2|74|-8,planned_blind
UV3S1,UV3S1-P037-8x8-Case3,P037,confirmatory,maximin_gap,8x8,8.0,8.0,Case3,74,-8,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|74|-8,planned_blind
UV3S1,UV3S1-P037-8x8-Case4,P037,confirmatory,maximin_gap,8x8,8.0,8.0,Case4,74,-8,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|74|-8,planned_blind
UV3S1,UV3S1-P038-6x4-Case2,P038,confirmatory,maximin_gap,6x4,6.0,4.0,Case2,78,90,[[+/-theta1]/[+/-theta2]]4,Case2|78|90,planned_blind
UV3S1,UV3S1-P038-6x4-Case3,P038,confirmatory,maximin_gap,6x4,6.0,4.0,Case3,78,90,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|78|90,planned_blind
UV3S1,UV3S1-P038-6x4-Case4,P038,confirmatory,maximin_gap,6x4,6.0,4.0,Case4,78,90,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|78|90,planned_blind
UV3S1,UV3S1-P038-6x8-Case2,P038,confirmatory,maximin_gap,6x8,6.0,8.0,Case2,78,90,[[+/-theta1]/[+/-theta2]]4,Case2|78|90,planned_blind
UV3S1,UV3S1-P038-6x8-Case3,P038,confirmatory,maximin_gap,6x8,6.0,8.0,Case3,78,90,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|78|90,planned_blind
UV3S1,UV3S1-P038-6x8-Case4,P038,confirmatory,maximin_gap,6x8,6.0,8.0,Case4,78,90,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|78|90,planned_blind
UV3S1,UV3S1-P038-8x8-Case2,P038,confirmatory,maximin_gap,8x8,8.0,8.0,Case2,78,90,[[+/-theta1]/[+/-theta2]]4,Case2|78|90,planned_blind
UV3S1,UV3S1-P038-8x8-Case3,P038,confirmatory,maximin_gap,8x8,8.0,8.0,Case3,78,90,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|78|90,planned_blind
UV3S1,UV3S1-P038-8x8-Case4,P038,confirmatory,maximin_gap,8x8,8.0,8.0,Case4,78,90,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|78|90,planned_blind
UV3S1,UV3S1-P039-6x4-Case2,P039,confirmatory,maximin_gap,6x4,6.0,4.0,Case2,90,-27,[[+/-theta1]/[+/-theta2]]4,Case2|90|-27,planned_blind
UV3S1,UV3S1-P039-6x4-Case3,P039,confirmatory,maximin_gap,6x4,6.0,4.0,Case3,90,-27,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|90|-27,planned_blind
UV3S1,UV3S1-P039-6x4-Case4,P039,confirmatory,maximin_gap,6x4,6.0,4.0,Case4,90,-27,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|90|-27,planned_blind
UV3S1,UV3S1-P039-6x8-Case2,P039,confirmatory,maximin_gap,6x8,6.0,8.0,Case2,90,-27,[[+/-theta1]/[+/-theta2]]4,Case2|90|-27,planned_blind
UV3S1,UV3S1-P039-6x8-Case3,P039,confirmatory,maximin_gap,6x8,6.0,8.0,Case3,90,-27,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|90|-27,planned_blind
UV3S1,UV3S1-P039-6x8-Case4,P039,confirmatory,maximin_gap,6x8,6.0,8.0,Case4,90,-27,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|90|-27,planned_blind
UV3S1,UV3S1-P039-8x8-Case2,P039,confirmatory,maximin_gap,8x8,8.0,8.0,Case2,90,-27,[[+/-theta1]/[+/-theta2]]4,Case2|90|-27,planned_blind
UV3S1,UV3S1-P039-8x8-Case3,P039,confirmatory,maximin_gap,8x8,8.0,8.0,Case3,90,-27,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|90|-27,planned_blind
UV3S1,UV3S1-P039-8x8-Case4,P039,confirmatory,maximin_gap,8x8,8.0,8.0,Case4,90,-27,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|90|-27,planned_blind
UV3S1,UV3S1-P040-6x4-Case2,P040,confirmatory,maximin_gap,6x4,6.0,4.0,Case2,90,28,[[+/-theta1]/[+/-theta2]]4,Case2|90|28,planned_blind
UV3S1,UV3S1-P040-6x4-Case3,P040,confirmatory,maximin_gap,6x4,6.0,4.0,Case3,90,28,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|90|28,planned_blind
UV3S1,UV3S1-P040-6x4-Case4,P040,confirmatory,maximin_gap,6x4,6.0,4.0,Case4,90,28,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|90|28,planned_blind
UV3S1,UV3S1-P040-6x8-Case2,P040,confirmatory,maximin_gap,6x8,6.0,8.0,Case2,90,28,[[+/-theta1]/[+/-theta2]]4,Case2|90|28,planned_blind
UV3S1,UV3S1-P040-6x8-Case3,P040,confirmatory,maximin_gap,6x8,6.0,8.0,Case3,90,28,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|90|28,planned_blind
UV3S1,UV3S1-P040-6x8-Case4,P040,confirmatory,maximin_gap,6x8,6.0,8.0,Case4,90,28,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|90|28,planned_blind
UV3S1,UV3S1-P040-8x8-Case2,P040,confirmatory,maximin_gap,8x8,8.0,8.0,Case2,90,28,[[+/-theta1]/[+/-theta2]]4,Case2|90|28,planned_blind
UV3S1,UV3S1-P040-8x8-Case3,P040,confirmatory,maximin_gap,8x8,8.0,8.0,Case3,90,28,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|90|28,planned_blind
UV3S1,UV3S1-P040-8x8-Case4,P040,confirmatory,maximin_gap,8x8,8.0,8.0,Case4,90,28,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|90|28,planned_blind
UV3S1,UV3S1-P041-6x4-Case2,P041,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,-86,81,[[+/-theta1]/[+/-theta2]]4,Case2|-86|81,planned_blind
UV3S1,UV3S1-P041-6x4-Case3,P041,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,-86,81,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-86|81,planned_blind
UV3S1,UV3S1-P041-6x4-Case4,P041,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,-86,81,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-86|81,planned_blind
UV3S1,UV3S1-P041-6x8-Case2,P041,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,-86,81,[[+/-theta1]/[+/-theta2]]4,Case2|-86|81,planned_blind
UV3S1,UV3S1-P041-6x8-Case3,P041,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,-86,81,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-86|81,planned_blind
UV3S1,UV3S1-P041-6x8-Case4,P041,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,-86,81,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-86|81,planned_blind
UV3S1,UV3S1-P041-8x8-Case2,P041,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,-86,81,[[+/-theta1]/[+/-theta2]]4,Case2|-86|81,planned_blind
UV3S1,UV3S1-P041-8x8-Case3,P041,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,-86,81,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-86|81,planned_blind
UV3S1,UV3S1-P041-8x8-Case4,P041,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,-86,81,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-86|81,planned_blind
UV3S1,UV3S1-P042-6x4-Case2,P042,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,-83,16,[[+/-theta1]/[+/-theta2]]4,Case2|-83|16,planned_blind
UV3S1,UV3S1-P042-6x4-Case3,P042,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,-83,16,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-83|16,planned_blind
UV3S1,UV3S1-P042-6x4-Case4,P042,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,-83,16,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-83|16,planned_blind
UV3S1,UV3S1-P042-6x8-Case2,P042,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,-83,16,[[+/-theta1]/[+/-theta2]]4,Case2|-83|16,planned_blind
UV3S1,UV3S1-P042-6x8-Case3,P042,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,-83,16,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-83|16,planned_blind
UV3S1,UV3S1-P042-6x8-Case4,P042,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,-83,16,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-83|16,planned_blind
UV3S1,UV3S1-P042-8x8-Case2,P042,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,-83,16,[[+/-theta1]/[+/-theta2]]4,Case2|-83|16,planned_blind
UV3S1,UV3S1-P042-8x8-Case3,P042,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,-83,16,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-83|16,planned_blind
UV3S1,UV3S1-P042-8x8-Case4,P042,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,-83,16,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-83|16,planned_blind
UV3S1,UV3S1-P043-6x4-Case2,P043,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,-65,17,[[+/-theta1]/[+/-theta2]]4,Case2|-65|17,planned_blind
UV3S1,UV3S1-P043-6x4-Case3,P043,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,-65,17,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-65|17,planned_blind
UV3S1,UV3S1-P043-6x4-Case4,P043,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,-65,17,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-65|17,planned_blind
UV3S1,UV3S1-P043-6x8-Case2,P043,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,-65,17,[[+/-theta1]/[+/-theta2]]4,Case2|-65|17,planned_blind
UV3S1,UV3S1-P043-6x8-Case3,P043,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,-65,17,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-65|17,planned_blind
UV3S1,UV3S1-P043-6x8-Case4,P043,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,-65,17,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-65|17,planned_blind
UV3S1,UV3S1-P043-8x8-Case2,P043,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,-65,17,[[+/-theta1]/[+/-theta2]]4,Case2|-65|17,planned_blind
UV3S1,UV3S1-P043-8x8-Case3,P043,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,-65,17,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-65|17,planned_blind
UV3S1,UV3S1-P043-8x8-Case4,P043,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,-65,17,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-65|17,planned_blind
UV3S1,UV3S1-P044-6x4-Case2,P044,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,-64,86,[[+/-theta1]/[+/-theta2]]4,Case2|-64|86,planned_blind
UV3S1,UV3S1-P044-6x4-Case3,P044,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,-64,86,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-64|86,planned_blind
UV3S1,UV3S1-P044-6x4-Case4,P044,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,-64,86,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-64|86,planned_blind
UV3S1,UV3S1-P044-6x8-Case2,P044,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,-64,86,[[+/-theta1]/[+/-theta2]]4,Case2|-64|86,planned_blind
UV3S1,UV3S1-P044-6x8-Case3,P044,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,-64,86,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-64|86,planned_blind
UV3S1,UV3S1-P044-6x8-Case4,P044,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,-64,86,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-64|86,planned_blind
UV3S1,UV3S1-P044-8x8-Case2,P044,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,-64,86,[[+/-theta1]/[+/-theta2]]4,Case2|-64|86,planned_blind
UV3S1,UV3S1-P044-8x8-Case3,P044,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,-64,86,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-64|86,planned_blind
UV3S1,UV3S1-P044-8x8-Case4,P044,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,-64,86,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-64|86,planned_blind
UV3S1,UV3S1-P045-6x4-Case2,P045,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,-62,-45,[[+/-theta1]/[+/-theta2]]4,Case2|-62|-45,planned_blind
UV3S1,UV3S1-P045-6x4-Case3,P045,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,-62,-45,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-62|-45,planned_blind
UV3S1,UV3S1-P045-6x4-Case4,P045,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,-62,-45,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-62|-45,planned_blind
UV3S1,UV3S1-P045-6x8-Case2,P045,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,-62,-45,[[+/-theta1]/[+/-theta2]]4,Case2|-62|-45,planned_blind
UV3S1,UV3S1-P045-6x8-Case3,P045,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,-62,-45,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-62|-45,planned_blind
UV3S1,UV3S1-P045-6x8-Case4,P045,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,-62,-45,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-62|-45,planned_blind
UV3S1,UV3S1-P045-8x8-Case2,P045,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,-62,-45,[[+/-theta1]/[+/-theta2]]4,Case2|-62|-45,planned_blind
UV3S1,UV3S1-P045-8x8-Case3,P045,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,-62,-45,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-62|-45,planned_blind
UV3S1,UV3S1-P045-8x8-Case4,P045,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,-62,-45,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-62|-45,planned_blind
UV3S1,UV3S1-P046-6x4-Case2,P046,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,-40,-36,[[+/-theta1]/[+/-theta2]]4,Case2|-40|-36,planned_blind
UV3S1,UV3S1-P046-6x4-Case3,P046,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,-40,-36,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-40|-36,planned_blind
UV3S1,UV3S1-P046-6x4-Case4,P046,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,-40,-36,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-40|-36,planned_blind
UV3S1,UV3S1-P046-6x8-Case2,P046,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,-40,-36,[[+/-theta1]/[+/-theta2]]4,Case2|-40|-36,planned_blind
UV3S1,UV3S1-P046-6x8-Case3,P046,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,-40,-36,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-40|-36,planned_blind
UV3S1,UV3S1-P046-6x8-Case4,P046,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,-40,-36,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-40|-36,planned_blind
UV3S1,UV3S1-P046-8x8-Case2,P046,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,-40,-36,[[+/-theta1]/[+/-theta2]]4,Case2|-40|-36,planned_blind
UV3S1,UV3S1-P046-8x8-Case3,P046,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,-40,-36,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-40|-36,planned_blind
UV3S1,UV3S1-P046-8x8-Case4,P046,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,-40,-36,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-40|-36,planned_blind
UV3S1,UV3S1-P047-6x4-Case2,P047,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,-38,62,[[+/-theta1]/[+/-theta2]]4,Case2|-38|62,planned_blind
UV3S1,UV3S1-P047-6x4-Case3,P047,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,-38,62,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-38|62,planned_blind
UV3S1,UV3S1-P047-6x4-Case4,P047,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,-38,62,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-38|62,planned_blind
UV3S1,UV3S1-P047-6x8-Case2,P047,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,-38,62,[[+/-theta1]/[+/-theta2]]4,Case2|-38|62,planned_blind
UV3S1,UV3S1-P047-6x8-Case3,P047,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,-38,62,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-38|62,planned_blind
UV3S1,UV3S1-P047-6x8-Case4,P047,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,-38,62,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-38|62,planned_blind
UV3S1,UV3S1-P047-8x8-Case2,P047,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,-38,62,[[+/-theta1]/[+/-theta2]]4,Case2|-38|62,planned_blind
UV3S1,UV3S1-P047-8x8-Case3,P047,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,-38,62,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-38|62,planned_blind
UV3S1,UV3S1-P047-8x8-Case4,P047,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,-38,62,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-38|62,planned_blind
UV3S1,UV3S1-P048-6x4-Case2,P048,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,-38,69,[[+/-theta1]/[+/-theta2]]4,Case2|-38|69,planned_blind
UV3S1,UV3S1-P048-6x4-Case3,P048,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,-38,69,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-38|69,planned_blind
UV3S1,UV3S1-P048-6x4-Case4,P048,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,-38,69,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-38|69,planned_blind
UV3S1,UV3S1-P048-6x8-Case2,P048,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,-38,69,[[+/-theta1]/[+/-theta2]]4,Case2|-38|69,planned_blind
UV3S1,UV3S1-P048-6x8-Case3,P048,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,-38,69,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-38|69,planned_blind
UV3S1,UV3S1-P048-6x8-Case4,P048,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,-38,69,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-38|69,planned_blind
UV3S1,UV3S1-P048-8x8-Case2,P048,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,-38,69,[[+/-theta1]/[+/-theta2]]4,Case2|-38|69,planned_blind
UV3S1,UV3S1-P048-8x8-Case3,P048,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,-38,69,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-38|69,planned_blind
UV3S1,UV3S1-P048-8x8-Case4,P048,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,-38,69,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-38|69,planned_blind
