File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.764e+01
Avg = 1.036e+01
SD = 7.532e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.764e+00,1.382e+00,264330,2.244e+01
2,2.764e+00,5.528e+00,4.146e+00,165841,1.439e+01
3,5.528e+00,8.292e+00,6.910e+00,114914,9.833e+00
4,8.292e+00,1.106e+01,9.674e+00,83974,7.104e+00
5,1.106e+01,1.382e+01,1.244e+01,106800,9.154e+00
6,1.382e+01,1.658e+01,1.520e+01,115588,1.004e+01
7,1.658e+01,1.935e+01,1.797e+01,117867,1.016e+01
8,1.935e+01,2.211e+01,2.073e+01,135946,1.160e+01
9,2.211e+01,2.488e+01,2.349e+01,53133,4.365e+00
10,2.488e+01,2.764e+01,2.626e+01,37551,9.192e-01
