File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.473e+01
Avg = 1.425e+01
SD = 1.037e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.473e+00,1.736e+00,130162,2.245e+01
2,3.473e+00,6.946e+00,5.209e+00,70950,1.248e+01
3,6.946e+00,1.042e+01,8.682e+00,58286,1.020e+01
4,1.042e+01,1.389e+01,1.216e+01,31190,5.256e+00
5,1.389e+01,1.736e+01,1.563e+01,35186,5.902e+00
6,1.736e+01,2.084e+01,1.910e+01,59430,1.044e+01
7,2.084e+01,2.431e+01,2.257e+01,56936,1.002e+01
8,2.431e+01,2.778e+01,2.605e+01,57703,1.017e+01
9,2.778e+01,3.126e+01,2.952e+01,62155,1.058e+01
10,3.126e+01,3.473e+01,3.299e+01,38602,2.498e+00
