File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.566e+01
Avg = 1.960e+01
SD = 1.367e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.566e+00,2.283e+00,610466,1.971e+01
2,4.566e+00,9.132e+00,6.849e+00,342330,1.151e+01
3,9.132e+00,1.370e+01,1.141e+01,325246,1.101e+01
4,1.370e+01,1.826e+01,1.598e+01,211398,6.740e+00
5,1.826e+01,2.283e+01,2.055e+01,182723,5.759e+00
6,2.283e+01,2.740e+01,2.511e+01,299295,1.000e+01
7,2.740e+01,3.196e+01,2.968e+01,304564,1.019e+01
8,3.196e+01,3.653e+01,3.424e+01,316807,1.044e+01
9,3.653e+01,4.109e+01,3.881e+01,332975,1.110e+01
10,4.109e+01,4.566e+01,4.338e+01,119012,3.543e+00
