File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.522e+01
Avg = 8.120e+00
SD = 5.880e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.522e+00,1.261e+00,337186,2.316e+01
2,2.522e+00,5.044e+00,3.783e+00,240144,1.728e+01
3,5.044e+00,7.566e+00,6.305e+00,150569,1.065e+01
4,7.566e+00,1.009e+01,8.827e+00,137835,9.777e+00
5,1.009e+01,1.261e+01,1.135e+01,156853,1.118e+01
6,1.261e+01,1.513e+01,1.387e+01,187169,1.307e+01
7,1.513e+01,1.765e+01,1.639e+01,133204,9.362e+00
8,1.765e+01,2.018e+01,1.891e+01,58082,4.021e+00
9,2.018e+01,2.270e+01,2.144e+01,47558,1.286e+00
10,2.270e+01,2.522e+01,2.396e+01,5128,2.115e-01
