File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.388e+01
Avg = 8.354e+00
SD = 5.856e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.388e+00,1.194e+00,176698,1.932e+01
2,2.388e+00,4.776e+00,3.582e+00,147327,1.681e+01
3,4.776e+00,7.164e+00,5.970e+00,116652,1.307e+01
4,7.164e+00,9.552e+00,8.358e+00,88601,9.722e+00
5,9.552e+00,1.194e+01,1.075e+01,91232,1.038e+01
6,1.194e+01,1.433e+01,1.313e+01,83996,9.561e+00
7,1.433e+01,1.672e+01,1.552e+01,85016,9.661e+00
8,1.672e+01,1.910e+01,1.791e+01,84753,9.199e+00
9,1.910e+01,2.149e+01,2.030e+01,52337,1.970e+00
10,2.149e+01,2.388e+01,2.269e+01,4712,3.072e-01
