File = D:\Moldex3D\02. AI\Surrogate model - 2 Report\v02FAM_G01\P03\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 3 : V02FAM_G01_P03 (MPa),
0.00203238,0.000351163,
0.00484572,0.000607931,
0.0077534,6.68116e-05,
0.010496,0.00259312,
0.0134808,0.0343136,
0.0166526,0.571987,
0.0195721,0.932538,
0.0214479,1.24606,
0.0226712,1.27609,
0.0239151,1.29526,
0.0251315,1.35947,
0.0263967,1.42253,
0.0276848,1.47988,
0.0289816,1.53941,
0.0303078,1.59741,
0.0318728,1.6574,
0.033445,1.71561,
0.0352853,1.77787,
0.0371355,1.84143,
0.0390157,1.89109,
0.0411628,1.95793,
0.0433449,2.01356,
0.04586,2.07796,
0.0483681,2.14094,
0.0509103,2.20026,
0.0534431,2.25298,
0.0560239,2.30771,
0.0590149,2.36486,
0.0620221,2.42382,
0.0650683,2.4785,
0.0681018,2.53014,
0.071636,2.58977,
0.0752009,2.6487,
0.0787946,2.70398,
0.0824068,2.75814,
0.0860563,2.81093,
0.0896843,2.86197,
0.0939522,2.9212,
0.0982035,2.9804,
0.102455,3.03663,
0.106795,3.09347,
0.111127,3.1485,
0.115487,3.20208,
0.119969,3.26,
0.12509,3.32348,
0.130199,3.38931,
0.135309,3.4522,
0.140434,3.51458,
0.14558,3.56988,
0.150861,3.63597,
0.15689,3.70531,
0.162902,3.77712,
0.168955,3.84687,
0.175032,3.92023,
0.18113,3.99867,
0.18725,4.07632,
0.193401,4.15376,
0.199543,4.2279,
0.20585,4.3206,
0.213177,4.44119,
0.220323,4.57395,
0.227468,4.68967,
0.234802,4.81779,
0.241997,4.96593,
0.248481,5.13315,
0.255043,5.30296,
0.261548,5.44676,
0.268032,5.59713,
0.274536,5.7488,
0.281009,5.90452,
0.28748,6.05692,
0.293925,6.21331,
0.300285,6.36208,
0.306716,6.51208,
0.313131,6.66428,
0.319584,6.81659,
0.326072,6.97123,
0.332413,7.12128,
0.338733,7.26819,
0.345043,7.4149,
0.351386,7.56034,
0.357744,7.70504,
0.36409,7.851,
0.370437,7.99637,
0.37679,8.14,
0.383142,8.2853,
0.3895,8.42796,
0.395855,8.5716,
0.402238,8.71476,
0.408624,8.85888,
0.415017,9.00353,
0.421437,9.14777,
0.427864,9.29342,
0.434292,9.4387,
0.440729,9.58427,
0.447177,9.73006,
0.45361,9.87822,
0.460029,10.0258,
0.466472,10.1728,
0.472908,10.3396,
0.47907,10.4753,
0.485345,10.6117,
0.491745,10.7566,
0.498155,10.9052,
0.504547,11.0536,
0.510976,11.202,
0.517432,11.3532,
0.523886,11.5058,
0.530315,11.6771,
0.536427,11.832,
0.542593,11.9762,
0.548746,12.1253,
0.5549,12.2733,
0.561017,12.4203,
0.567086,12.5454,
0.573507,12.7104,
0.579669,12.8693,
0.58585,13.0195,
0.592002,13.1698,
0.598147,13.322,
0.604201,13.4705,
0.610344,13.6183,
0.616546,13.7724,
0.622718,13.9274,
0.628822,14.0567,
0.635221,14.2261,
0.641446,14.3683,
0.647899,14.5441,
0.654076,14.7084,
0.660245,14.8639,
0.66645,15.0213,
0.672626,15.1789,
0.678749,15.3122,
0.685183,15.4687,
0.691681,15.6568,
0.69786,15.8269,
0.703979,15.9851,
0.710082,16.1203,
0.716431,16.2966,
0.722183,16.4652,
0.72773,16.6659,
0.733161,16.859,
0.737819,17.0317,
0.742386,17.1837,
0.746967,17.3481,
0.751571,17.5136,
0.756138,17.6833,
0.760685,17.8497,
0.764645,18.0066,
0.768465,18.1447,
0.772316,18.2878,
0.776272,18.4365,
0.780299,18.5877,
0.784307,18.7393,
0.788306,18.8911,
0.79231,19.0439,
0.796233,19.2088,
0.800058,19.3479,
0.804085,19.4982,
0.808067,19.6541,
0.81211,19.8096,
0.816071,19.9669,
0.820158,20.1217,
0.824184,20.2815,
