File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.859e+01
Avg = 1.500e+01
SD = 1.085e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.859e+00,1.930e+00,283228,2.263e+01
2,3.859e+00,7.719e+00,5.789e+00,167803,1.377e+01
3,7.719e+00,1.158e+01,9.648e+00,112061,8.994e+00
4,1.158e+01,1.544e+01,1.351e+01,77537,6.181e+00
5,1.544e+01,1.930e+01,1.737e+01,85145,6.818e+00
6,1.930e+01,2.316e+01,2.123e+01,135686,1.100e+01
7,2.316e+01,2.702e+01,2.509e+01,146718,1.196e+01
8,2.702e+01,3.087e+01,2.894e+01,155870,1.253e+01
9,3.087e+01,3.473e+01,3.280e+01,64681,5.072e+00
10,3.473e+01,3.859e+01,3.666e+01,35723,1.030e+00
