File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 42 : V03FAM_G05_P02 (MPa),
0.00071893,0.000430767,
0.00214762,0.00699086,
0.00360679,0.0101185,
0.00493255,0.118625,
0.00633749,0.665159,
0.00754025,1.15229,
0.00851012,2.04154,
0.00893359,1.68066,
0.00938077,1.6421,
0.0098321,1.64206,
0.0102764,1.64332,
0.0107649,1.67279,
0.0112327,1.72145,
0.0117959,1.76746,
0.0124597,1.83084,
0.0131324,1.88207,
0.0139311,1.95268,
0.0147472,1.99843,
0.0155697,2.037,
0.0165474,2.09836,
0.0175307,2.14239,
0.0185166,2.18388,
0.0196812,2.23918,
0.020835,2.2863,
0.022196,2.34706,
0.0235527,2.39494,
0.0249172,2.43534,
0.0262867,2.43632,
0.0278589,2.52912,
0.029464,2.56903,
0.0310778,2.5718,
0.0326604,2.6139,
0.0342408,2.65248,
0.0360818,2.69505,
0.0379178,2.73552,
0.0397703,2.77219,
0.0416242,2.80595,
0.0434848,2.83886,
0.0453623,2.87022,
0.0475642,2.90499,
0.049761,2.94027,
0.0519792,2.97327,
0.0541989,3.00374,
0.0564201,3.03196,
0.0586516,3.06181,
0.0612721,3.0951,
0.0638849,3.12763,
0.0665103,3.15788,
0.0691446,3.18845,
0.0717905,3.21734,
0.0744469,3.24529,
0.0771177,3.27271,
0.0798028,3.29895,
0.0829432,3.32985,
0.0860657,3.36144,
0.089209,3.39041,
0.092366,3.41887,
0.0955331,3.44586,
0.0987008,3.47276,
0.101882,3.5001,
0.105094,3.52594,
0.108314,3.55162,
0.112064,3.58057,
0.115803,3.6108,
0.119554,3.63905,
0.123318,3.6665,
0.127097,3.69363,
0.130887,3.72009,
0.134691,3.74577,
0.138508,3.77243,
0.142342,3.79756,
0.146193,3.82316,
0.150678,3.85217,
0.155151,3.88151,
0.15963,3.90981,
0.164111,3.93774,
0.168604,3.96551,
0.173108,3.99276,
0.177626,4.01966,
0.182156,4.04565,
0.186692,4.0716,
0.191231,4.09722,
0.195785,4.12256,
0.201077,4.15207,
0.206362,4.18155,
0.211649,4.20987,
0.216919,4.23797,
0.222073,4.2715,
0.227139,4.31277,
0.232366,4.34097,
0.237484,4.37634,
0.242579,4.40984,
0.247853,4.43786,
0.253184,4.46508,
0.258359,4.49815,
0.2635,4.53004,
0.268649,4.56138,
0.273811,4.59162,
0.278969,4.62085,
0.284133,4.64949,
0.289321,4.67906,
0.294535,4.7075,
0.299755,4.73578,
0.3049,4.7635,
0.309751,4.81246,
0.314468,4.91443,
0.319164,5.00314,
0.323916,5.01787,
0.328663,5.0611,
0.333364,5.10708,
0.33808,5.15631,
0.34275,5.20757,
0.347407,5.25501,
0.352034,5.30519,
