File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.093e+01
Avg = 3.943e+00
SD = 1.910e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.093e+00,5.464e-01,220574,4.910e+00
2,1.093e+00,2.186e+00,1.639e+00,740741,1.864e+01
3,2.186e+00,3.278e+00,2.732e+00,728047,1.846e+01
4,3.278e+00,4.371e+00,3.825e+00,528778,1.328e+01
5,4.371e+00,5.464e+00,4.918e+00,651808,1.644e+01
6,5.464e+00,6.557e+00,6.010e+00,829830,2.084e+01
7,6.557e+00,7.650e+00,7.103e+00,249739,6.150e+00
8,7.650e+00,8.742e+00,8.196e+00,65499,9.399e-01
9,8.742e+00,9.835e+00,9.289e+00,2276,1.535e-01
10,9.835e+00,1.093e+01,1.038e+01,2880,1.795e-01
