File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.967e+01
Avg = 6.025e+00
SD = 4.384e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.967e+00,9.834e-01,255539,2.645e+01
2,1.967e+00,3.934e+00,2.950e+00,141418,1.529e+01
3,3.934e+00,5.900e+00,4.917e+00,93007,9.635e+00
4,5.900e+00,7.867e+00,6.884e+00,94450,9.827e+00
5,7.867e+00,9.834e+00,8.851e+00,124969,1.325e+01
6,9.834e+00,1.180e+01,1.082e+01,142702,1.518e+01
7,1.180e+01,1.377e+01,1.278e+01,68738,7.231e+00
8,1.377e+01,1.573e+01,1.475e+01,47768,2.686e+00
9,1.573e+01,1.770e+01,1.672e+01,16529,2.820e-01
10,1.770e+01,1.967e+01,1.868e+01,2880,1.689e-01
