File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.875e+01
Avg = 1.498e+01
SD = 1.064e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.875e+00,1.938e+00,256396,1.957e+01
2,3.875e+00,7.750e+00,5.813e+00,218820,1.725e+01
3,7.750e+00,1.163e+01,9.688e+00,126271,9.835e+00
4,1.163e+01,1.550e+01,1.356e+01,85483,6.575e+00
5,1.550e+01,1.938e+01,1.744e+01,100102,7.804e+00
6,1.938e+01,2.325e+01,2.131e+01,131157,1.037e+01
7,2.325e+01,2.713e+01,2.519e+01,128731,1.007e+01
8,2.713e+01,3.100e+01,2.906e+01,155842,1.201e+01
9,3.100e+01,3.488e+01,3.294e+01,68268,5.229e+00
10,3.488e+01,3.875e+01,3.681e+01,42314,1.279e+00
