File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.265e+01
Avg = 5.027e+00
SD = 2.290e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.265e+00,6.323e-01,133836,2.846e+00
2,1.265e+00,2.529e+00,1.897e+00,505529,1.220e+01
3,2.529e+00,3.794e+00,3.162e+00,912960,2.247e+01
4,3.794e+00,5.058e+00,4.426e+00,537482,1.313e+01
5,5.058e+00,6.323e+00,5.691e+00,542086,1.323e+01
6,6.323e+00,7.588e+00,6.955e+00,910170,2.224e+01
7,7.588e+00,8.852e+00,8.220e+00,440071,1.078e+01
8,8.852e+00,1.012e+01,9.485e+00,139331,2.717e+00
9,1.012e+01,1.138e+01,1.075e+01,12036,2.108e-01
10,1.138e+01,1.265e+01,1.201e+01,2880,1.708e-01
