File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 54 : V03FAM_G07_P04 (MPa),
0.000708823,0.00167611,
0.00195825,0.000281021,
0.0033636,0.00913231,
0.00472106,0.00258886,
0.00606956,0.307944,
0.00744972,1.142,
0.00866785,2.03041,
0.00910944,1.73604,
0.00958581,1.63161,
0.0100986,1.67106,
0.0106347,1.6676,
0.0111786,1.63871,
0.0117976,1.70371,
0.0123813,1.71089,
0.0130166,1.74712,
0.013744,1.81524,
0.0146366,1.86507,
0.0155534,1.90204,
0.0166491,1.95027,
0.0177612,2.00322,
0.0188769,2.03657,
0.0199959,2.05125,
0.0213266,2.09039,
0.0226591,2.08659,
0.023966,2.1726,
0.0255208,2.16254,
0.027043,2.20246,
0.0285668,2.23738,
0.0303415,2.27256,
0.0321153,2.30579,
0.0338998,2.33515,
0.0356989,2.36221,
0.0375011,2.38658,
0.0393204,2.40927,
0.0414456,2.43377,
0.0435687,2.45957,
0.0457077,2.48212,
0.0478553,2.50495,
0.0500142,2.52555,
0.0525543,2.54857,
0.0550829,2.58137,
0.0576897,2.5893,
0.0602627,2.61063,
0.0628313,2.6312,
0.0658432,2.6553,
0.0688379,2.68532,
0.0719219,2.6945,
0.0749269,2.72034,
0.0779594,2.7401,
0.0810051,2.75924,
0.0840713,2.7775,
0.0876579,2.79859,
0.0912284,2.81978,
0.0948182,2.84004,
0.0984239,2.85953,
0.102044,2.87843,
0.105669,2.89661,
0.109318,2.91456,
0.112979,2.93178,
0.117252,2.95189,
0.121516,2.97255,
0.125796,2.99201,
0.13001,3.01616,
0.134221,3.03557,
0.138652,3.04724,
0.142954,3.06828,
0.147224,3.08696,
0.151501,3.10532,
0.15579,3.12292,
0.160792,3.14191,
0.165789,3.16116,
0.170804,3.17954,
0.176079,3.19141,
0.181171,3.21231,
0.186215,3.22913,
0.19136,3.2461,
0.196425,3.26348,
0.201574,3.28003,
0.206637,3.29615,
0.211787,3.31076,
0.216965,3.32806,
0.222041,3.34309,
0.227201,3.35699,
0.233227,3.37613,
0.239124,3.39393,
0.245176,3.40948,
0.251107,3.42829,
0.256451,3.46955,
0.261558,3.59993,
0.26665,3.62292,
0.271751,3.65193,
0.276853,3.68354,
0.281922,3.71444,
0.286979,3.74794,
0.291993,3.78281,
0.297018,3.81673,
0.302038,3.85049,
0.30704,3.88464,
0.312036,3.9197,
0.317029,3.95555,
0.322008,3.99202,
0.326295,4.02037,
0.330552,4.04656,
0.334838,4.07758,
0.339116,4.10925,
0.343411,4.12956,
0.347547,4.17949,
0.35182,4.21022,
0.356096,4.24211,
0.360395,4.27451,
0.364681,4.30766,
0.368966,4.3421,
0.373235,4.37525,
0.377516,4.41009,
0.381792,4.44398,
0.386072,4.47815,
0.390353,4.51184,
0.394644,4.54499,
0.398938,4.57878,
0.403251,4.61205,
0.407569,4.64583,
0.411905,4.67846,
0.416242,4.71071,
0.420599,4.74283,
0.424981,4.77406,
0.429374,4.80614,
0.433787,4.83649,
