File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.074e+01
Avg = 3.906e+00
SD = 1.839e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.074e+00,5.372e-01,182182,3.996e+00
2,1.074e+00,2.149e+00,1.612e+00,705991,1.770e+01
3,2.149e+00,3.223e+00,2.686e+00,789450,2.002e+01
4,3.223e+00,4.298e+00,3.761e+00,539464,1.355e+01
5,4.298e+00,5.372e+00,4.835e+00,661327,1.665e+01
6,5.372e+00,6.447e+00,5.910e+00,826423,2.078e+01
7,6.447e+00,7.521e+00,6.984e+00,242180,5.990e+00
8,7.521e+00,8.596e+00,8.059e+00,67995,9.792e-01
9,8.596e+00,9.670e+00,9.133e+00,2280,1.537e-01
10,9.670e+00,1.074e+01,1.021e+01,2880,1.795e-01
