File = source:G25_P01-10_SPRUE_PRESSURE.csv

Title,Packing-Sprue Pressure

Time (sec),Run 5 : G25_P05 (MPa)
0.00162311,0.000496918
0.00493382,0.00903701
0.00738787,0.0973369
0.00968235,0.915314
0.011738,1.50933
0.0135376,1.78166
0.0147671,1.69078
0.0159804,1.6323
0.0171228,1.65231
0.01831,1.68199
0.0196993,1.72957
0.0213357,1.7568
0.0229652,1.84774
0.0249442,1.87642
0.0272434,1.96838
0.0300239,2.03112
0.0333163,2.09022
0.0365955,2.12267
0.0403515,2.19304
0.0441031,2.24798
0.0485302,2.30796
0.0536644,2.37386
0.0588055,2.43301
0.0640152,2.48584
0.0701625,2.54379
0.0762914,2.59905
0.0825125,2.65017
0.0897532,2.70682
0.0970273,2.76089
0.10436,2.80988
0.112902,2.86484
0.121504,2.91919
0.13013,2.96887
0.138894,3.01814
0.149044,3.07202
0.159191,3.12546
0.169455,3.17673
0.179743,3.22526
0.190123,3.27348
0.200591,3.32074
0.212797,3.37362
0.225065,3.42776
0.237276,3.47686
0.249635,3.5266
0.262094,3.57419
0.274612,3.6208
0.289208,3.67471
0.30371,3.72944
0.318362,3.78205
0.33314,3.83368
0.347883,3.88387
0.362844,3.93409
0.380025,3.98871
0.397278,4.04709
0.41458,4.10191
0.431959,4.15794
0.449401,4.24106
0.466965,4.33692
0.484651,4.4396
0.502481,4.5472
0.520416,4.65797
0.538329,4.77049
0.5591,4.88854
0.579791,5.01879
0.600942,5.14615
0.622199,5.28075
0.643261,5.40228
0.664544,5.52964
0.685421,5.65324
0.705046,5.7767
0.723309,5.95573
0.741764,6.06828
0.759884,6.19779
0.777903,6.32263
0.795897,6.44769
0.813798,6.56944
0.831395,6.69085
0.848414,6.8157
0.865289,6.93746
0.882138,7.05791
0.898977,7.17878
0.915881,7.30086
0.932948,7.42143
0.950138,7.54309
0.967445,7.66317
0.984545,7.78446
1.00169,7.90525
1.01887,8.02431
1.03603,8.14397
1.05335,8.26499
1.07075,8.38449
1.0881,8.50532
1.10553,8.6255
1.12295,8.74649
1.14045,8.86739
1.15805,8.98917
1.17567,9.1117
1.19343,9.23495
1.21134,9.35834
1.22938,9.48264
1.24746,9.60855
1.26561,9.73332
1.28383,9.85988
1.30205,9.98713
1.32033,10.1149
1.33848,10.2432
1.35647,10.3765
1.37452,10.5052
1.3926,10.6382
1.41073,10.7717
1.42883,10.9051
1.44695,11.0392
1.46512,11.1735
1.48325,11.3074
1.50137,11.4425
1.51965,11.577
1.53804,11.7157
1.55628,11.8518
1.57436,11.987
1.59254,12.1209
1.61094,12.2584
1.62927,12.3964
1.64756,12.5324
1.66562,12.667
1.68395,12.8017
1.70251,12.9402
1.72083,13.0766
1.73908,13.2129
1.75747,13.3492
1.77584,13.4854
1.79411,13.6232
1.81249,13.7606
1.83085,13.897
1.84939,14.0362
1.86779,14.1787
1.8858,14.3152
1.90417,14.4514
1.9225,14.6079
1.9401,14.732
1.9584,14.8648
1.97691,15.0084
1.99531,15.151
2.01371,15.289
2.03211,15.4542
2.04956,15.5778
2.06368,15.7017
2.07181,20.7017
2.08066,25.7017
2.08967,30.3433
2.08967,30.3433
2.09646,33.5224
2.10344,36.5748
2.11064,39.499
2.11806,42.2941
2.12569,44.9596
2.13356,47.4955
2.14166,49.902
2.15,52.1798
2.1586,54.3303
2.16745,56.3548
2.17657,58.2555
2.18596,60.0348
