File = D:\Moldex3D\02. AI\Surrogate model - 2 Report\v02FAM_G01\P04\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 4 : V02FAM_G01_P04 (MPa),
0.00200633,0.000341818,
0.00478606,1e-06,
0.0076615,0.000108373,
0.0103783,0.00242566,
0.0133415,0.0354911,
0.0164963,0.544858,
0.0193996,0.888202,
0.021262,1.1842,
0.0224675,1.20912,
0.0236976,1.22897,
0.0249018,1.28961,
0.026147,1.34986,
0.0274185,1.40627,
0.028705,1.4639,
0.030016,1.51622,
0.03156,1.57292,
0.0331044,1.62962,
0.034919,1.68995,
0.036746,1.74742,
0.0385835,1.79608,
0.0407094,1.8615,
0.0428677,1.9132,
0.0450165,1.96777,
0.0475305,2.02716,
0.0500401,2.08333,
0.0525454,2.13573,
0.0551162,2.1881,
0.0580697,2.24203,
0.0610585,2.29822,
0.0640208,2.34854,
0.0670288,2.39854,
0.0705206,2.45411,
0.074024,2.50983,
0.0775507,2.56118,
0.0811071,2.61245,
0.0846891,2.66184,
0.0882758,2.71072,
0.0924934,2.76521,
0.0966644,2.81997,
0.100894,2.8727,
0.105174,2.92442,
0.109437,2.97322,
0.113727,3.02286,
0.118034,3.07092,
0.123084,3.12566,
0.128129,3.18166,
0.133161,3.23516,
0.13824,3.2898,
0.143303,3.34299,
0.148443,3.39764,
0.154357,3.45628,
0.160247,3.51941,
0.1662,3.57906,
0.172177,3.63803,
0.178157,3.69717,
0.184214,3.7561,
0.190301,3.81539,
0.196387,3.87343,
0.202522,3.93196,
0.208631,3.9903,
0.215686,4.05462,
0.222704,4.12771,
0.229731,4.20049,
0.236681,4.27905,
0.243217,4.38961,
0.249553,4.55877,
0.25597,4.66313,
0.262349,4.78635,
0.26878,4.91577,
0.275231,5.05006,
0.281644,5.1871,
0.288071,5.32526,
0.294491,5.46364,
0.300885,5.60171,
0.307269,5.74162,
0.313676,5.88496,
0.319934,6.02691,
0.326261,6.16272,
0.332512,6.2992,
0.338772,6.43712,
0.345075,6.57403,
0.351346,6.71124,
0.357642,6.84773,
0.363908,6.98461,
0.370171,7.1211,
0.376465,7.2579,
0.382761,7.3932,
0.389051,7.53021,
0.395391,7.6652,
0.401727,7.80211,
0.408082,7.9385,
0.41442,8.07569,
0.420768,8.2117,
0.427116,8.34792,
0.433456,8.4844,
0.439799,8.62095,
0.446144,8.75866,
0.452498,8.89613,
0.458845,9.05089,
0.464896,9.17423,
0.471224,9.32192,
0.477296,9.44619,
0.483635,9.59553,
0.489688,9.72497,
0.495847,9.8725,
0.501864,10.0114,
0.507857,10.1468,
0.513829,10.2632,
0.520106,10.4138,
0.526139,10.5593,
0.532167,10.6957,
0.538249,10.8335,
0.544302,10.9592,
0.550521,11.0924,
0.556874,11.2339,
0.563212,11.3988,
0.569305,11.5478,
0.575398,11.6904,
0.581438,11.833,
0.587545,11.9743,
0.59357,12.1178,
0.599603,12.2579,
0.605676,12.4006,
0.611804,12.546,
0.617866,12.6905,
0.623883,12.8124,
0.630241,12.9584,
0.636569,13.1281,
0.642683,13.2801,
0.64872,13.4263,
0.654811,13.5728,
0.660942,13.7212,
0.667013,13.8697,
0.67301,13.9956,
0.679401,14.1422,
0.685788,14.3191,
0.691868,14.4782,
0.697878,14.6266,
0.703864,14.7741,
0.709781,14.9217,
0.715193,15.0921,
0.720587,15.2722,
0.725931,15.4495,
0.730496,15.6112,
0.735001,15.7572,
0.739531,15.9117,
0.744027,16.0701,
0.748542,16.2272,
0.753054,16.3858,
0.756951,16.5328,
0.76084,16.6636,
0.764768,16.8055,
0.768713,16.9609,
0.77251,17.092,
0.776464,17.2391,
0.780209,17.3717,
0.784143,17.5081,
0.788089,17.6643,
0.791918,17.8112,
0.795706,17.9389,
0.799719,18.0789,
0.803624,18.225,
0.807632,18.3681,
0.811685,18.5144,
0.815716,18.6625,
0.819686,18.809,
0.823757,18.9533,
0.827885,19.1012,
0.831924,19.2479,
0.836081,19.3918,
0.840142,19.5375,
0.844319,19.6794,
0.84851,19.8287,
0.852677,19.9719,
0.856914,20.1183,
0.861123,20.2649,
0.865325,20.4046,
0.869649,20.5505,
0.873931,20.7132,
0.878107,20.8418,
