File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.032e+01
Avg = 7.643e+00
SD = 5.169e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.032e+00,1.016e+00,111344,1.684e+01
2,2.032e+00,4.064e+00,3.048e+00,95452,1.514e+01
3,4.064e+00,6.096e+00,5.080e+00,88764,1.403e+01
4,6.096e+00,8.128e+00,7.112e+00,61952,9.182e+00
5,8.128e+00,1.016e+01,9.144e+00,72948,1.156e+01
6,1.016e+01,1.219e+01,1.118e+01,60544,9.582e+00
7,1.219e+01,1.422e+01,1.321e+01,55404,8.762e+00
8,1.422e+01,1.626e+01,1.524e+01,63176,9.644e+00
9,1.626e+01,1.829e+01,1.727e+01,59182,4.721e+00
10,1.829e+01,2.032e+01,1.930e+01,6470,5.347e-01
