File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.404e+01
Avg = 2.330e+01
SD = 1.557e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.404e+00,2.702e+00,150162,1.547e+01
2,5.404e+00,1.081e+01,8.106e+00,148110,1.621e+01
3,1.081e+01,1.621e+01,1.351e+01,110306,1.195e+01
4,1.621e+01,2.162e+01,1.891e+01,60052,6.366e+00
5,2.162e+01,2.702e+01,2.432e+01,55778,5.950e+00
6,2.702e+01,3.242e+01,2.972e+01,75582,8.088e+00
7,3.242e+01,3.783e+01,3.513e+01,99610,1.082e+01
8,3.783e+01,4.323e+01,4.053e+01,112834,1.199e+01
9,4.323e+01,4.864e+01,4.593e+01,92814,1.004e+01
10,4.864e+01,5.404e+01,5.134e+01,54492,3.114e+00
