File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.117e+01
Avg = 7.942e+00
SD = 5.798e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.117e+00,1.058e+00,135912,2.075e+01
2,2.117e+00,4.233e+00,3.175e+00,102305,1.622e+01
3,4.233e+00,6.350e+00,5.292e+00,69876,1.092e+01
4,6.350e+00,8.466e+00,7.408e+00,47144,6.948e+00
5,8.466e+00,1.058e+01,9.525e+00,61615,9.766e+00
6,1.058e+01,1.270e+01,1.164e+01,57162,9.041e+00
7,1.270e+01,1.482e+01,1.376e+01,56313,8.914e+00
8,1.482e+01,1.693e+01,1.587e+01,58350,9.140e+00
9,1.693e+01,1.905e+01,1.799e+01,65368,7.525e+00
10,1.905e+01,2.117e+01,2.011e+01,21191,7.719e-01
