dataset,case_id,test_id,csv_path,point_count,kink_row,kink_disp,pt_disp,pt_force,raw_pt_disp,raw_pt_force,clamped_to_kink,used_strict_second_fit,used_fallback_second_fit,initial_rows,initial_slope,initial_r,initial_r2,second_rows,second_slope,second_r,second_r2,existing_transition_pt,delta_vs_existing,abs_delta_vs_existing
Double-Double,2,001,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/2/csv/force_disp_Test_001.csv,1001,116,0.017249999567866325,0.017256433625887115,11886.770094378515,0.017256433625887115,11886.770094378515,0,1,0,1-7,688828.7208972458,0.9999999892552427,0.9999999785104856,235-239,249443.4713249732,0.9999995316097765,0.9999990632197725,11886.770094378702,-1.8735590856522322e-10,1.8735590856522322e-10
Double-Double,2,002,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/2/csv/force_disp_Test_002.csv,1001,489,0.07320000231266022,0.07319821594127318,15014.601445590959,0.07319821594127318,15014.601445590959,0,1,0,153-159,205258.7434472632,0.9999999999986702,0.9999999999973403,823-827,74058.6606656818,0.9999999502775383,0.9999999005550791,15014.601445590937,2.1827872842550278e-11,2.1827872842550278e-11
Double-Double,2,003,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/2/csv/force_disp_Test_003.csv,1001,477,0.0714000016450882,0.07139427246535791,14818.495606615612,0.07139427246535791,14818.495606615612,0,1,0,69-75,207572.97122072382,0.9999999999997558,0.9999999999995115,865-869,76208.96409535494,0.9999999446992232,0.9999998893984493,14818.495606614579,1.0331859812140465e-09,1.0331859812140465e-09
Double-Double,2,004,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/2/csv/force_disp_Test_004.csv,1001,686,0.10275000333786011,0.10275634806468652,14626.856269288333,0.10275634806468652,14626.856269288333,0,1,0,546-552,144200.9110509334,0.9999999999847818,0.9999999999695637,914-918,50785.224253369015,0.9999999892620173,0.9999999785240347,14626.856269288195,1.382431946694851e-10,1.382431946694851e-10
Double-Double,2,005,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/2/csv/force_disp_Test_005.csv,1001,126,0.01875000074505806,0.018748570155256987,11938.17185959131,0.018748570155256987,11938.17185959131,0,1,0,1-7,636749.7606544272,0.9999999959657703,0.9999999919315407,243-247,234570.3998773813,0.999999405720357,0.9999988114410671,11938.171859591117,1.9281287677586079e-10,1.9281287677586079e-10
Double-Double,2,006,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/2/csv/force_disp_Test_006.csv,1001,100,0.01484999991953373,0.01484582253987381,11510.885268844118,0.01484582253987381,11510.885268844118,0,1,0,1-7,775359.6955516561,0.9999999949943185,0.9999999899886369,197-201,280307.5316516701,0.9999994989631243,0.9999989979264997,11510.885268844146,-2.7284841053187847e-11,2.7284841053187847e-11
Double-Double,2,007,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/2/csv/force_disp_Test_007.csv,1001,395,0.05909999832510948,0.05910215064070906,10834.551879258583,0.05910215064070906,10834.551879258583,0,1,0,65-71,183330.94536454382,0.999999999999822,0.9999999999996442,799-803,58656.42608728822,0.9999999850826381,0.9999999701652765,10834.551879258004,5.784386303275824e-10,5.784386303275824e-10
Double-Double,2,008,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/2/csv/force_disp_Test_008.csv,1001,84,0.012450000271201134,0.012455658970167396,10576.49458480299,0.012455658970167396,10576.49458480299,0,1,0,1-7,849125.1547465523,0.9999999745585991,0.9999999491171989,183-187,300847.7962807566,0.9999996375613521,0.9999992751228357,10576.494584803106,-1.1641532182693481e-10,1.1641532182693481e-10
