File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.683e+01
Avg = 1.054e+01
SD = 7.838e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.683e+00,1.342e+00,169200,2.489e+01
2,2.683e+00,5.366e+00,4.025e+00,90695,1.372e+01
3,5.366e+00,8.049e+00,6.707e+00,48367,7.165e+00
4,8.049e+00,1.073e+01,9.391e+00,37630,5.551e+00
5,1.073e+01,1.342e+01,1.207e+01,40260,5.945e+00
6,1.342e+01,1.610e+01,1.476e+01,60231,8.967e+00
7,1.610e+01,1.878e+01,1.744e+01,84678,1.285e+01
8,1.878e+01,2.146e+01,2.012e+01,92741,1.371e+01
9,2.146e+01,2.415e+01,2.281e+01,39622,5.598e+00
10,2.415e+01,2.683e+01,2.549e+01,34160,1.610e+00
