File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.585e+01
Avg = 1.374e+01
SD = 9.691e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.585e+00,1.792e+00,252575,2.143e+01
2,3.585e+00,7.170e+00,5.377e+00,141949,1.230e+01
3,7.170e+00,1.075e+01,8.962e+00,128814,1.108e+01
4,1.075e+01,1.434e+01,1.255e+01,90088,7.629e+00
5,1.434e+01,1.792e+01,1.613e+01,107103,9.139e+00
6,1.792e+01,2.151e+01,1.972e+01,123649,1.075e+01
7,2.151e+01,2.509e+01,2.330e+01,126646,1.092e+01
8,2.509e+01,2.868e+01,2.689e+01,134534,1.148e+01
9,2.868e+01,3.226e+01,3.047e+01,54735,4.411e+00
10,3.226e+01,3.585e+01,3.406e+01,35851,8.575e-01
