File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.932e+01
Avg = 1.137e+01
SD = 8.123e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.932e+00,1.466e+00,142814,2.184e+01
2,2.932e+00,5.864e+00,4.398e+00,78362,1.244e+01
3,5.864e+00,8.796e+00,7.330e+00,69497,1.101e+01
4,8.796e+00,1.173e+01,1.026e+01,47685,7.037e+00
5,1.173e+01,1.466e+01,1.319e+01,61976,9.668e+00
6,1.466e+01,1.759e+01,1.613e+01,61888,9.793e+00
7,1.759e+01,2.052e+01,1.906e+01,61541,9.713e+00
8,2.052e+01,2.346e+01,2.199e+01,63815,9.960e+00
9,2.346e+01,2.639e+01,2.492e+01,72203,7.907e+00
10,2.639e+01,2.932e+01,2.785e+01,15455,6.346e-01
