File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.825e+01
Avg = 1.950e+01
SD = 1.304e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.825e+00,2.412e+00,218867,1.707e+01
2,4.825e+00,9.649e+00,7.237e+00,185180,1.483e+01
3,9.649e+00,1.447e+01,1.206e+01,140793,1.130e+01
4,1.447e+01,1.930e+01,1.689e+01,106297,8.427e+00
5,1.930e+01,2.412e+01,2.171e+01,115123,9.243e+00
6,2.412e+01,2.895e+01,2.654e+01,121628,9.810e+00
7,2.895e+01,3.377e+01,3.136e+01,121576,9.708e+00
8,3.377e+01,3.860e+01,3.618e+01,144066,1.137e+01
9,3.860e+01,4.342e+01,4.101e+01,87050,6.799e+00
10,4.342e+01,4.825e+01,4.583e+01,41956,1.445e+00
