File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.312e+01
Avg = 1.297e+01
SD = 9.620e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.312e+00,1.656e+00,302676,2.422e+01
2,3.312e+00,6.624e+00,4.968e+00,170617,1.397e+01
3,6.624e+00,9.936e+00,8.280e+00,96775,7.772e+00
4,9.936e+00,1.325e+01,1.159e+01,71333,5.679e+00
5,1.325e+01,1.656e+01,1.490e+01,78627,6.295e+00
6,1.656e+01,1.987e+01,1.822e+01,122799,9.956e+00
7,1.987e+01,2.318e+01,2.153e+01,137601,1.123e+01
8,2.318e+01,2.650e+01,2.484e+01,165370,1.331e+01
9,2.650e+01,2.981e+01,2.815e+01,79114,6.301e+00
10,2.981e+01,3.312e+01,3.146e+01,39540,1.272e+00
