File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.466e+01
Avg = 8.995e+00
SD = 6.200e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.466e+00,1.233e+00,230794,1.941e+01
2,2.466e+00,4.933e+00,3.700e+00,211082,1.880e+01
3,4.933e+00,7.399e+00,6.166e+00,105662,9.213e+00
4,7.399e+00,9.866e+00,8.632e+00,84856,7.345e+00
5,9.866e+00,1.233e+01,1.110e+01,98138,8.544e+00
6,1.233e+01,1.480e+01,1.357e+01,135624,1.206e+01
7,1.480e+01,1.726e+01,1.603e+01,166606,1.444e+01
8,1.726e+01,1.973e+01,1.850e+01,86030,7.461e+00
9,1.973e+01,2.220e+01,2.096e+01,54960,2.449e+00
10,2.220e+01,2.466e+01,2.343e+01,7820,2.861e-01
