File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.294e+01
Avg = 1.741e+01
SD = 1.216e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.294e+00,2.147e+00,183926,2.049e+01
2,4.294e+00,8.589e+00,6.442e+00,100166,1.157e+01
3,8.589e+00,1.288e+01,1.074e+01,94375,1.090e+01
4,1.288e+01,1.718e+01,1.503e+01,67630,7.582e+00
5,1.718e+01,2.147e+01,1.932e+01,71626,8.064e+00
6,2.147e+01,2.577e+01,2.362e+01,89927,1.040e+01
7,2.577e+01,3.006e+01,2.791e+01,88208,1.010e+01
8,3.006e+01,3.436e+01,3.221e+01,106270,1.204e+01
9,3.436e+01,3.865e+01,3.650e+01,61594,6.888e+00
10,3.865e+01,4.294e+01,4.080e+01,38550,1.965e+00
