File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.290e+01
Avg = 1.384e+01
SD = 8.656e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.290e+00,1.645e+00,101766,1.087e+01
2,3.290e+00,6.581e+00,4.935e+00,186897,2.052e+01
3,6.581e+00,9.871e+00,8.226e+00,92232,1.013e+01
4,9.871e+00,1.316e+01,1.152e+01,69935,7.627e+00
5,1.316e+01,1.645e+01,1.481e+01,67200,7.342e+00
6,1.645e+01,1.974e+01,1.810e+01,83323,9.114e+00
7,1.974e+01,2.303e+01,2.139e+01,145256,1.590e+01
8,2.303e+01,2.632e+01,2.468e+01,111927,1.227e+01
9,2.632e+01,2.961e+01,2.797e+01,47370,4.976e+00
10,2.961e+01,3.290e+01,3.126e+01,34226,1.255e+00
