File= Filling_Pressure.csv
Min = 0.000e+00
Max = 6.848e+01
Avg = 3.017e+01
SD = 1.998e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,6.848e+00,3.424e+00,652803,1.643e+01
2,6.848e+00,1.370e+01,1.027e+01,468497,1.214e+01
3,1.370e+01,2.054e+01,1.712e+01,440118,1.140e+01
4,2.054e+01,2.739e+01,2.397e+01,336279,8.550e+00
5,2.739e+01,3.424e+01,3.082e+01,263139,6.586e+00
6,3.424e+01,4.109e+01,3.766e+01,376403,9.726e+00
7,4.109e+01,4.794e+01,4.451e+01,369348,9.549e+00
8,4.794e+01,5.478e+01,5.136e+01,393960,1.013e+01
9,5.478e+01,6.163e+01,5.821e+01,454586,1.155e+01
10,6.163e+01,6.848e+01,6.506e+01,160267,3.929e+00
