File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 22 : V03FAM_G01_P02 (MPa),
0.000691443,0.000444476,
0.00209074,0.00771501,
0.00352947,0.0109522,
0.00481513,0.120347,
0.00618078,0.692763,
0.00734226,1.37612,
0.00832704,2.04587,
0.00875381,1.7543,
0.00920159,1.70482,
0.00967486,1.6942,
0.0102333,1.71407,
0.0107972,1.74119,
0.0114584,1.76083,
0.0120752,1.74351,
0.0127389,1.80082,
0.0134992,1.87856,
0.0144186,1.92946,
0.0153758,1.96519,
0.016366,2.00046,
0.0173729,2.0285,
0.0185622,2.0699,
0.0197583,2.11846,
0.0209489,2.09392,
0.0223238,2.13728,
0.0236834,2.14951,
0.0250263,2.22015,
0.0263951,2.25039,
0.0279985,2.28074,
0.0295968,2.31099,
0.031206,2.3385,
0.032824,2.36403,
0.0344455,2.38775,
0.0363509,2.41266,
0.0382469,2.43731,
0.0401623,2.4624,
0.0420927,2.48448,
0.0440332,2.50496,
0.0463083,2.52712,
0.0485785,2.55012,
0.0508586,2.5698,
0.0531319,2.59058,
0.055433,2.60954,
0.0581139,2.63128,
0.0608057,2.65273,
0.0635126,2.67384,
0.0662331,2.69284,
0.0689499,2.71072,
0.071678,2.72843,
0.0744196,2.74575,
0.0776324,2.76558,
0.0808479,2.78548,
0.0840685,2.80475,
0.0873016,2.82309,
0.0905459,2.8407,
0.0938063,2.85853,
0.097084,2.87496,
0.100927,2.89414,
0.104751,2.91436,
0.108596,2.93262,
0.112457,2.95085,
0.116324,2.96822,
0.12021,2.98483,
0.1241,3.00153,
0.127999,3.01799,
0.132567,3.03693,
0.137141,3.06095,
0.141835,3.07163,
0.146457,3.0901,
0.151062,3.10852,
0.155676,3.1265,
0.160224,3.14824,
0.164781,3.16452,
0.169424,3.17902,
0.17408,3.19346,
0.178733,3.20828,
0.183383,3.22326,
0.18882,3.24094,
0.194231,3.25907,
0.199639,3.27687,
0.205062,3.29439,
0.21038,3.31283,
0.215795,3.32737,
0.221244,3.34212,
0.226711,3.35673,
0.231988,3.37098,
0.23684,3.4354,
0.241628,3.55247,
0.24652,3.55607,
0.251451,3.57432,
0.256364,3.59774,
0.261265,3.62241,
0.266157,3.64896,
0.271045,3.67481,
0.2759,3.69889,
0.280767,3.72476,
0.285619,3.75056,
0.290474,3.7766,
0.29533,3.80289,
0.300182,3.8291,
0.305044,3.85337,
0.309859,3.87905,
0.314527,3.9121,
0.319072,3.95231,
0.323587,3.98864,
0.32812,4.02213,
0.33264,4.05528,
0.337154,4.08894,
0.341691,4.1223,
0.345575,4.14737,
0.349416,4.1713,
0.353308,4.19864,
0.357195,4.22734,
0.361103,4.2561,
0.365008,4.28609,
0.368904,4.31644,
0.3728,4.34691,
0.376691,4.37794,
0.380581,4.40963,
0.384479,4.42952,
0.38824,4.47835,
0.392134,4.49563,
0.395902,4.53045,
0.399673,4.56427,
0.403434,4.5984,
0.407216,4.63081,
0.410983,4.66217,
0.414753,4.70378,
0.418685,4.71966,
0.422491,4.75049,
0.426297,4.78198,
0.4301,4.81319,
0.433931,4.85252,
0.437904,4.86759,
0.441763,4.90641,
0.44575,4.92322,
0.449629,4.95365,
0.453523,4.99341,
0.457565,5.00878,
0.461487,5.0385,
0.465421,5.07485,
0.469505,5.0901,
0.473472,5.11904,
0.477473,5.14592,
0.481459,5.17446,
0.485486,5.20024,
0.489511,5.22641,
0.493573,5.25181,
0.497635,5.27645,
0.501748,5.3007,
0.505844,5.32474,
0.509982,5.34793,
0.514114,5.37107,
0.518288,5.39394,
0.522457,5.41694,
0.526672,5.43916,
0.530864,5.46162,
0.535079,5.483,
0.53926,5.50615,
0.543409,5.52877,
0.547527,5.55591,
0.551603,5.59803,
0.555783,5.6087,
0.559911,5.64191,
0.564159,5.65973,
0.568301,5.69288,
0.57256,5.71542,
0.576832,5.73968,
0.581096,5.76206,
0.585247,5.79776,
0.589497,5.82217,
0.593769,5.84363,
0.597934,5.87947,
0.602195,5.89887,
0.606345,5.93477,
0.610602,5.95458,
0.614747,5.98533,
0.618896,6.01482,
0.623032,6.04373,
0.627196,6.07177,
0.631325,6.10038,
0.635439,6.12827,
0.63958,6.15595,
0.643705,6.18375,
0.647836,6.21126,
0.651954,6.23917,
0.656085,6.26673,
0.660213,6.29392,
0.664324,6.32178,
0.668442,6.3485,
0.672566,6.37616,
0.676689,6.40407,
0.680813,6.43225,
0.684932,6.45938,
0.689067,6.48823,
0.6932,6.51632,
0.697352,6.54485,
0.701504,6.57334,
0.70568,6.60116,
0.70985,6.62971,
0.714031,6.65836,
0.718195,6.68631,
0.722373,6.71562,
0.726555,6.74274,
0.730748,6.77313,
0.73493,6.79989,
0.738992,6.82925,
0.74305,6.85654,
0.74702,6.88723,
0.751039,6.9141,
0.755022,6.94071,
0.75905,6.96608,
0.762942,6.99203,
0.76437,7.00399,
0.769079,8.91571,
0.774579,11.0434,
0.778096,12.3291,
0.778096,12.3291,
0.782296,13.8104,
0.786748,15.3147,
0.791467,16.8382,
0.796469,18.3769,
0.801771,19.9264,
0.807392,21.4817,
0.813349,23.0377,
0.819664,24.5888,
0.826168,26.0856,
0.832868,27.527,
0.839769,28.9121,
0.846876,30.2404,
0.854197,31.5112,
0.861737,32.7244,
0.869504,33.8797,
0.877504,34.9773,
0.885743,36.0174,
0.89423,37.0004,
0.902972,37.9269,
0.911975,38.7978,
0.921249,39.6141,
0.930801,40.3769,
0.940639,41.0876,
0.950773,41.7475,
0.961211,42.3584,
0.971962,42.9219,
0.983035,43.4399,
0.994441,43.9144,
1.00619,44.3474,
1.01829,44.741,
1.03075,45.0973,
1.04359,45.4186,
1.05681,45.707,
1.07043,45.9648,
1.08446,46.1942,
1.0989,46.3973,
1.11379,46.5763,
1.12911,46.7332,
1.1449,46.87,
1.16116,46.9887,
1.17987,47.1031,
1.20137,47.2099,
