File = D:\Moldex3D\02. AI\Surrogate model - 2 Report\v02FAM_G02\P04\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 9 : V02FAM_G02_P04 (MPa),
0.00169742,0.000913238,
0.00436034,0.00036037,
0.00696731,0.000972044,
0.00887804,0.0691207,
0.0111556,0.391534,
0.0133392,0.731747,
0.0154584,1.42616,
0.0163173,1.33422,
0.0171462,1.29146,
0.0180206,1.34971,
0.0189112,1.3851,
0.019805,1.44049,
0.02071,1.49241,
0.0216276,1.54353,
0.0227233,1.60762,
0.0238358,1.66451,
0.0251447,1.72469,
0.0264676,1.76277,
0.0279909,1.82406,
0.0295012,1.88189,
0.0310301,1.93525,
0.0328183,1.99374,
0.0346087,2.05019,
0.0364131,2.10314,
0.0382184,2.15136,
0.0403337,2.20457,
0.0424615,2.25773,
0.04459,2.30664,
0.0467656,2.35485,
0.0492716,2.40439,
0.0517803,2.45555,
0.0543262,2.50475,
0.0568594,2.54947,
0.0594472,2.59589,
0.0624501,2.6448,
0.0654319,2.6936,
0.0684515,2.74124,
0.0715102,2.7864,
0.0745637,2.82971,
0.0781301,2.87976,
0.0817008,2.93,
0.0852935,2.97619,
0.0888999,3.02195,
0.0925241,3.06673,
0.0961615,3.10963,
0.0998246,3.15288,
0.104067,3.20104,
0.108302,3.24993,
0.112582,3.29663,
0.11687,3.34152,
0.121172,3.38669,
0.125521,3.43145,
0.1299,3.47506,
0.134295,3.51828,
0.139414,3.5671,
0.144511,3.61845,
0.149641,3.66752,
0.154741,3.71519,
0.159896,3.76339,
0.165055,3.8098,
0.170223,3.85504,
0.175443,3.90164,
0.181479,3.95269,
0.187491,4.00699,
0.193535,4.05857,
0.19961,4.10954,
0.205699,4.16044,
0.211802,4.21134,
0.217945,4.2622,
0.224094,4.31276,
0.230241,4.36252,
0.236404,4.41278,
0.242564,4.46189,
0.248755,4.51159,
0.255901,4.56585,
0.262628,4.63449,
0.269068,4.77391,
0.275578,4.83453,
0.282046,4.91599,
0.288475,4.99997,
0.294861,5.10386,
0.301233,5.21219,
0.307595,5.32257,
0.313899,5.43863,
0.320233,5.55476,
0.326547,5.67413,
0.332867,5.79379,
0.339159,5.91615,
0.345456,6.03759,
0.351745,6.16193,
0.358078,6.28635,
0.364379,6.41161,
0.370654,6.5362,
0.37694,6.66118,
0.383244,6.78617,
0.389546,6.91107,
0.395854,7.03597,
0.402144,7.15589,
0.408601,7.28531,
0.414957,7.41436,
0.421289,7.54053,
0.42761,7.66626,
0.433944,7.79197,
0.440273,7.91777,
0.446607,8.04299,
0.452959,8.16891,
0.459314,8.29387,
0.465657,8.42013,
0.472005,8.5455,
0.478351,8.67092,
0.484723,8.79607,
0.491098,8.92493,
0.497339,9.04866,
0.503683,9.17056,
0.510077,9.29604,
0.516469,9.42354,
0.522867,9.55005,
0.52926,9.67741,
0.53566,9.80525,
0.542081,9.93349,
0.548489,10.0627,
0.554919,10.1919,
0.561334,10.3357,
0.567486,10.4547,
0.573904,10.5782,
0.580324,10.7235,
0.586472,10.8584,
0.592605,10.9856,
0.598738,11.1135,
0.604874,11.2411,
0.610998,11.3697,
0.617107,11.4976,
0.623234,11.6256,
0.629375,11.756,
0.635515,11.8853,
0.641656,11.9971,
0.648056,12.1254,
0.654466,12.2619,
0.660921,12.4157,
0.667072,12.5388,
0.673455,12.6841,
0.67957,12.8254,
0.68565,12.9557,
0.69167,13.0704,
0.697965,13.2108,
0.703618,13.3636,
0.709154,13.5359,
0.7139,13.6755,
0.718515,13.8056,
0.723088,13.944,
0.727675,14.0807,
0.731593,14.2097,
0.735514,14.3228,
0.739452,14.4446,
0.743289,14.5696,
0.747233,14.6903,
0.751175,14.8167,
0.755132,14.9432,
0.759071,15.0702,
0.762994,15.1963,
0.766947,15.3302,
0.770692,15.4526,
0.774655,15.5798,
0.778456,15.7059,
0.782341,15.8381,
0.786116,15.957,
0.789971,16.0876,
0.793751,16.2078,
0.797683,16.3322,
0.801591,16.4608,
0.805477,16.5865,
0.809405,16.7141,
0.813344,16.8421,
0.817407,16.9695,
0.821381,17.1,
0.825428,17.2262,
0.829497,17.3561,
0.833618,17.4849,
0.837759,17.6152,
0.841837,17.7447,
0.846026,17.8698,
0.850236,18,
0.854375,18.1298,
0.858561,18.2552,
0.862832,18.3825,
0.867079,18.5121,
0.871361,18.6393,
0.875654,18.7663,
0.879915,18.8884,
0.884372,19.0256,
0.88868,19.1599,
0.892928,19.2844,
0.897262,19.3912,
0.901715,19.5285,
0.906054,19.6566,
0.910413,19.7572,
0.915027,19.8952,
0.919502,20.0274,
0.923962,20.1515,
