File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.236e+01
Avg = 8.643e+00
SD = 5.441e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.236e+00,1.118e+00,45450,8.072e+00
2,2.236e+00,4.471e+00,3.353e+00,135813,2.812e+01
3,4.471e+00,6.707e+00,5.589e+00,53539,1.058e+01
4,6.707e+00,8.942e+00,7.825e+00,31706,5.999e+00
5,8.942e+00,1.118e+01,1.006e+01,39040,7.692e+00
6,1.118e+01,1.341e+01,1.230e+01,64093,1.310e+01
7,1.341e+01,1.565e+01,1.453e+01,67167,1.370e+01
8,1.565e+01,1.788e+01,1.677e+01,53044,1.014e+01
9,1.788e+01,2.012e+01,1.900e+01,38900,2.089e+00
10,2.012e+01,2.236e+01,2.124e+01,4032,5.062e-01
