File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.483e+01
Avg = 1.315e+01
SD = 9.437e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.483e+00,1.742e+00,251550,2.272e+01
2,3.483e+00,6.967e+00,5.225e+00,140012,1.292e+01
3,6.967e+00,1.045e+01,8.708e+00,110484,1.011e+01
4,1.045e+01,1.393e+01,1.219e+01,81785,7.415e+00
5,1.393e+01,1.742e+01,1.567e+01,97946,8.903e+00
6,1.742e+01,2.090e+01,1.916e+01,114578,1.057e+01
7,2.090e+01,2.438e+01,2.264e+01,120243,1.101e+01
8,2.438e+01,2.787e+01,2.612e+01,124646,1.129e+01
9,2.787e+01,3.135e+01,2.961e+01,46309,4.066e+00
10,3.135e+01,3.483e+01,3.309e+01,33059,1.001e+00
