File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.991e+01
Avg = 1.567e+01
SD = 1.148e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.991e+00,1.995e+00,242816,2.195e+01
2,3.991e+00,7.981e+00,5.986e+00,175759,1.651e+01
3,7.981e+00,1.197e+01,9.976e+00,86613,7.917e+00
4,1.197e+01,1.596e+01,1.397e+01,62902,5.682e+00
5,1.596e+01,1.995e+01,1.796e+01,70306,6.435e+00
6,1.995e+01,2.394e+01,2.195e+01,108362,1.010e+01
7,2.394e+01,2.793e+01,2.594e+01,115017,1.073e+01
8,2.793e+01,3.192e+01,2.993e+01,139179,1.271e+01
9,3.192e+01,3.592e+01,3.392e+01,69740,6.325e+00
10,3.592e+01,3.991e+01,3.791e+01,42850,1.634e+00
