File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.945e+01
Avg = 7.012e+00
SD = 5.046e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.945e+00,9.726e-01,194862,2.063e+01
2,1.945e+00,3.890e+00,2.918e+00,158492,1.743e+01
3,3.890e+00,5.835e+00,4.863e+00,101856,1.077e+01
4,5.835e+00,7.780e+00,6.808e+00,63199,6.550e+00
5,7.780e+00,9.726e+00,8.753e+00,98175,1.068e+01
6,9.726e+00,1.167e+01,1.070e+01,91560,1.003e+01
7,1.167e+01,1.362e+01,1.264e+01,89000,9.703e+00
8,1.362e+01,1.556e+01,1.459e+01,102184,1.085e+01
9,1.556e+01,1.751e+01,1.653e+01,60388,3.043e+00
10,1.751e+01,1.945e+01,1.848e+01,5144,3.137e-01
