File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.490e+01
Avg = 5.704e+00
SD = 2.921e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.490e+00,7.449e-01,253830,5.391e+00
2,1.490e+00,2.980e+00,2.235e+00,779803,1.798e+01
3,2.980e+00,4.469e+00,3.724e+00,731842,1.739e+01
4,4.469e+00,5.959e+00,5.214e+00,508874,1.181e+01
5,5.959e+00,7.449e+00,6.704e+00,537878,1.261e+01
6,7.449e+00,8.939e+00,8.194e+00,874944,2.026e+01
7,8.939e+00,1.043e+01,9.684e+00,446339,1.056e+01
8,1.043e+01,1.192e+01,1.117e+01,153404,3.312e+00
9,1.192e+01,1.341e+01,1.266e+01,38863,4.525e-01
10,1.341e+01,1.490e+01,1.415e+01,4032,2.442e-01
