File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.791e+01
Avg = 1.015e+01
SD = 7.202e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.791e+00,1.395e+00,230858,1.955e+01
2,2.791e+00,5.582e+00,4.186e+00,194052,1.682e+01
3,5.582e+00,8.373e+00,6.977e+00,139735,1.194e+01
4,8.373e+00,1.116e+01,9.768e+00,93560,7.949e+00
5,1.116e+01,1.395e+01,1.256e+01,115758,9.983e+00
6,1.395e+01,1.675e+01,1.535e+01,111356,9.626e+00
7,1.675e+01,1.954e+01,1.814e+01,116341,1.002e+01
8,1.954e+01,2.233e+01,2.093e+01,117692,1.003e+01
9,2.233e+01,2.512e+01,2.372e+01,45858,3.384e+00
10,2.512e+01,2.791e+01,2.651e+01,30734,7.012e-01
