File = D:\Moldex3D\02. AI\Surrogate model - 2 Report\V02\v02FAM_G03\P04\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 14 : V02FAM_G03_P04 (MPa),
0.00170305,0.000165991,
0.00453148,9.91506e-06,
0.00731189,0.00566089,
0.00988629,0.0611123,
0.0130428,0.363674,
0.0153822,0.874274,
0.0177093,1.25943,
0.0190772,1.37015,
0.0199497,1.35242,
0.0208315,1.39468,
0.0217343,1.45705,
0.0226234,1.53577,
0.0235273,1.6121,
0.0245962,1.68047,
0.0256655,1.7479,
0.0269304,1.82161,
0.0281936,1.88856,
0.0296772,1.96579,
0.031188,2.03472,
0.0327107,2.09916,
0.0344765,2.17067,
0.0362493,2.24577,
0.038043,2.31182,
0.0401297,2.38493,
0.0422292,2.45287,
0.0442911,2.51887,
0.0463763,2.58341,
0.0487909,2.65033,
0.0512024,2.71666,
0.0536551,2.7805,
0.0561304,2.84041,
0.0586151,2.8982,
0.0614922,2.96335,
0.0643559,3.02775,
0.067276,3.09119,
0.0701938,3.14917,
0.0731437,3.20792,
0.0765479,3.27272,
0.0799444,3.33871,
0.0833656,3.39955,
0.0868244,3.46209,
0.0903185,3.52159,
0.0938464,3.58086,
0.097361,3.63633,
0.101462,3.70197,
0.105557,3.76866,
0.109629,3.82949,
0.11377,3.89353,
0.117952,3.95503,
0.122119,4.015,
0.126319,4.07464,
0.131167,4.1419,
0.136015,4.21242,
0.140897,4.27821,
0.145783,4.34417,
0.15071,4.40823,
0.155654,4.47236,
0.160612,4.53376,
0.165609,4.59667,
0.170663,4.65873,
0.176481,4.72771,
0.18231,4.8005,
0.188143,4.87078,
0.194007,4.93987,
0.199863,5.01187,
0.205789,5.088,
0.211717,5.19081,
0.217656,5.30046,
0.223714,5.42614,
0.229848,5.56181,
0.235982,5.70233,
0.242133,5.84517,
0.248897,6.0231,
0.254887,6.28528,
0.261089,6.43822,
0.267267,6.61668,
0.273513,6.79672,
0.279768,6.97226,
0.286083,7.15785,
0.292408,7.34353,
0.298717,7.52844,
0.305016,7.713,
0.311285,7.8947,
0.317587,8.07514,
0.323843,8.26538,
0.329895,8.44784,
0.335935,8.61874,
0.341965,8.79051,
0.347999,8.96022,
0.354029,9.12922,
0.360073,9.29762,
0.366105,9.46352,
0.372125,9.63198,
0.378187,9.79725,
0.384244,9.96273,
0.390309,10.1282,
0.39638,10.2934,
0.402439,10.4581,
